Nr wiersza;Nr zamówienia;Priorytet zamówienia;Data zamówienia;Data wysy³ki;Rodzaj transportu;Rodzaj opakowania;Segment rynku;Klient;Nr klienta;Region;Województwo;Miasto;Kod pocztowy;Kategoria produktu;Podkategoria produktu;Nazwa produktu;Sprzeda¿;Iloœæ;Rabat procentowy;Zysk
5012;PL-2020-087198;wysoki;26.08.2020;30.08.2020;standardowy;ma³e pude³ko;ma³a firma;Jan £¹czny;K01726;pó³nocno-zachodni;wielkopolskie;Wysoka;89-320;Meble;Rega³y;Bestar Classic Bookcase;209,979;7;0,7;-356,9643
5018;PL-2020-086019;œredni;18.12.2020;20.12.2020;ekspresowy;ma³e pude³ko;biuro;Marzena Skorupska;K00453;centralny;³ódzkie;Budziszewice;97-212;Meble;Umeblowanie;Eldon 100 Class Desk Accessories;10,11;3;0;3,2352
5019;PL-2020-088785;œredni;05.03.2020;09.03.2020;standardowy;worek;ma³a firma;Joanna Jarosz;K01707;wschodni;lubelskie;Mi¹czyn;22-455;Technologia;Akcesoria;Logitech P710e Mobile Speakerphone;772,47;3;0;146,7693
5020;PL-2020-088785;wysoki;05.03.2020;09.03.2020;standardowy;ma³e pude³ko;ma³a firma;Joanna Jarosz;K01707;wschodni;lubelskie;Mi¹czyn;22-455;Artyku³y biurowe;Zaopatrzenie;Acme Box Cutter Scissors;20,46;2;0;5,3196
5023;PL-2020-088953;wysoki;07.05.2020;16.05.2020;ekspresowy;ma³e pude³ko;korporacja;Emilia Majdosz;K01312;centralny;mazowieckie;Gniewoszów;26-920;Technologia;Akcesoria;Logitech P710e Mobile Speakerphone;772,47;3;0;146,7693
5024;PL-2020-087409;nieokreœlony;20.11.2020;20.11.2020;kolejowy;wielkie pud³o;ma³a firma;Krzysztof Wróblewski;K00061;wschodni;podkarpackie;Baranów Sandomierski;39-450;Meble;Umeblowanie;Eldon Expressions Wood and Plastic Desk Accessories, Oak;39,92;4;0;11,1776
5028;PL-2020-089220;krytyczny;22.01.2020;24.01.2020;standardowy;ma³e pude³ko;korporacja;Magdalena Ko³osowska;K02455;po³udniowy;ma³opolskie;Oœwiêcim;32-600;Meble;Krzes³a;Office Star Flex Back Scooter Chair with Aluminum Finish Frame;302,67;3;0;72,6408
5036;PL-2020-091525;œredni;03.11.2020;04.11.2020;standardowy;opakowanie;korporacja;Barbara Górniak;K00324;pó³nocno-zachodni;zachodniopomorskie;Stepnica;72-112;Meble;Sto³y;Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base;653,55;3;0;111,1035
5042;PL-2020-089763;krytyczny;20.01.2020;22.01.2020;standardowy;worek;ma³a firma;Miros³aw Niedopytalski;K00287;po³udniowy;œl¹skie;Pszczyna;43-200;Artyku³y biurowe;Papier;Embossed Ink Jet Note Cards;67,71;3;0;32,5008
5045;PL-2020-091079;wysoki;27.01.2020;30.01.2020;kolejowy;wielkie pud³o;korporacja;Tomasz Okupski;K01690;pó³nocno-zachodni;lubuskie;Bytom Odrzañski;67-115;Artyku³y biurowe;Papier;Xerox 1933;61,4;5;0;28,858
5046;PL-2020-088772;œredni;01.03.2020;04.03.2020;standardowy;opakowanie;korporacja;Czes³aw Piszczek;K02984;po³udniowo-zachodni;dolnoœl¹skie;Bierutów;56-420;Artyku³y biurowe;Magazynowanie;Standard Rollaway File with Lock;720,76;4;0;187,3976
5050;PL-2020-090015;œredni;07.11.2020;07.11.2020;standardowy;ma³e pude³ko;korporacja;Krzysztof Nowak;K02889;po³udniowo-zachodni;dolnoœl¹skie;Legnickie Pole;59-241;Technologia;Akcesoria;Kensington SlimBlade Notebook Wireless Mouse with Nano Receiver ;79,984;2;0,2;13,9972
5051;PL-2020-090015;œredni;07.11.2020;09.11.2020;standardowy;ma³e pude³ko;korporacja;Anna Muraszka;K02891;pó³nocny;warmiñsko-mazurskie;Go³dap;19-500;Artyku³y biurowe;Papier;"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book";18,54;2;0;8,7138
5053;PL-2020-087865;niski;14.10.2020;16.10.2020;standardowy;ma³e pude³ko;biuro;Jacek Czernicki;K02111;pó³nocny;pomorskie;£eba;84-360;Artyku³y biurowe;Papier;Tops White Computer Printout Paper;195,64;4;0;91,9508
5054;PL-2020-087865;nieokreœlony;14.10.2020;15.10.2020;standardowy;worek;biuro;Jacek Czernicki;K02111;pó³nocny;pomorskie;£eba;84-360;Technologia;Akcesoria;Enermax Acrylux Wireless Keyboard;398,4;5;0,2;84,66
5055;PL-2020-087865;krytyczny;14.10.2020;15.10.2020;standardowy;ma³e pude³ko;biuro;Jacek Czernicki;K02111;pó³nocny;pomorskie;£eba;84-360;Artyku³y biurowe;Sztuka;Newell 317;7,056;3;0,2;0,7938
5063;PL-2020-089028;wysoki;11.08.2020;13.08.2020;ekspresowy;opakowanie;osoba fizyczna;Stanis³aw Saniuk;K03188;wschodni;lubelskie;Stary Zamoœæ;22-417;Technologia;Telefony;VTech DS6151;377,97;3;0;105,8316
5066;PL-2020-091270;wysoki;14.01.2020;14.01.2020;kolejowy;paleta;biuro;Piotr Skrodzki;K00614;pó³nocny;pomorskie;Gniew;83-140;Technologia;Akcesoria;Logitech Wireless Gaming Headset G930;383,976;3;0,2;81,5949
5070;PL-2020-087683;niski;30.09.2020;02.10.2020;standardowy;opakowanie;ma³a firma;Jerzy Leszczyñski;K02702;wschodni;œwiêtokrzyskie;Chêciny;26-060;Artyku³y biurowe;Urz¹dzenia;Acco Smartsocket Table Surge Protector, 6 Color-Coded Adapter Outlets;167,535;3;0,1;37,23
5071;PL-2020-088593;wysoki;04.08.2020;06.08.2020;standardowy;opakowanie;korporacja;Mariusz Nagórski;K03354;pó³nocny;warmiñsko-mazurskie;Pieniê¿no;14-520;Artyku³y biurowe;Koperty;Globe Weis Peel & Seel First Class Envelopes;38,34;3;0;17,253
5072;PL-2020-088593;niski;04.08.2020;06.08.2020;ekspresowy;ma³e pude³ko;korporacja;Mariusz Nagórski;K03354;pó³nocny;warmiñsko-mazurskie;Pieniê¿no;14-520;Meble;Umeblowanie;Nu-Dell Float Frame 11 x 14 1/2;53,88;6;0;22,6296
5079;PL-2020-085954;nieokreœlony;04.12.2020;05.12.2020;standardowy;ma³e pude³ko;biuro;Krystyna Najdzion;K02282;po³udniowo-zachodni;dolnoœl¹skie;Domaniów;55-216;Artyku³y biurowe;Segregatory;Prestige Round Ring Binders;18,24;3;0;8,5728
5080;PL-2020-091102;nieokreœlony;21.07.2020;22.07.2020;ekspresowy;worek;biuro;Jan Prus;K02149;po³udniowo-zachodni;dolnoœl¹skie;Radwanice;55-010;Meble;Rega³y;Sauder Forest Hills Library, Woodland Oak Finish;359,499;3;0,15;-29,6058
5081;PL-2020-091102;krytyczny;21.07.2020;22.07.2020;standardowy;ma³e pude³ko;biuro;Jan Prus;K02149;po³udniowo-zachodni;dolnoœl¹skie;Radwanice;55-010;Artyku³y biurowe;Magazynowanie;Sterilite Officeware Hinged File Box;10,48;1;0;2,8296
5083;PL-2020-086193;œredni;26.07.2020;26.07.2020;ekspresowy;ma³e pude³ko;korporacja;Edwin Grzechowiak;K00556;pó³nocny;warmiñsko-mazurskie;Mr¹gowo;11-700;Technologia;Akcesoria;Memorex Froggy Flash Drive 4 GB;35,168;4;0,2;8,3524
5084;PL-2020-086193;niski;26.07.2020;27.07.2020;kolejowy;paleta;korporacja;Edwin Grzechowiak;K00556;pó³nocny;warmiñsko-mazurskie;Mr¹gowo;11-700;Artyku³y biurowe;Papier;Petty Cash Envelope;64,704;3;0,2;23,4552
5085;PL-2020-086193;krytyczny;26.07.2020;27.07.2020;ekspresowy;œrednie pude³ko;korporacja;Edwin Grzechowiak;K00556;pó³nocny;warmiñsko-mazurskie;Mr¹gowo;11-700;Artyku³y biurowe;Papier;Xerox 1935;105,52;4;0;48,5392
5086;PL-2020-091368;niski;11.06.2020;13.06.2020;standardowy;worek;biuro;Andrzej Sudnikowicz;K00649;pó³nocno-zachodni;wielkopolskie;Go³añcz;62-130;Artyku³y biurowe;Segregatory;GBC White Gloss Covers, Plain Front;5,792;2;0,8;-9,5568
5089;PL-2020-089541;nieokreœlony;16.08.2020;18.08.2020;ekspresowy;du¿e pude³ko;osoba fizyczna;El¿bieta Brusi³o;K00888;centralny;mazowieckie;Warka;05-660;Artyku³y biurowe;Segregatory;Avery Round Ring Poly Binders;2,556;3;0,7;-1,7892
5094;PL-2020-087328;œredni;07.06.2020;09.06.2020;standardowy;ma³e pude³ko;ma³a firma;Jan Zieliñski;K03110;wschodni;lubelskie;Uœcimów;21-109;Artyku³y biurowe;Urz¹dzenia;Bionaire 99.97% HEPA Air Cleaner;14,016;4;0,8;-31,536
5096;PL-2020-086339;nieokreœlony;19.07.2020;21.07.2020;ekspresowy;ma³e pude³ko;biuro;Barbara O¿ga;K01696;pó³nocny;kujawsko-pomorskie;Lipno;87-600;Technologia;Telefony;Shocksock Galaxy S4 Armband;35,04;4;0,2;-7,008
5099;PL-2020-088799;niski;20.01.2020;21.01.2020;kolejowy;wielkie pud³o;biuro;Krzysztof Ciu³a;K02006;po³udniowo-zachodni;dolnoœl¹skie;Kotla;67-210;Artyku³y biurowe;Magazynowanie;Rogers Deluxe File Chest;35,168;2;0,2;-8,3524
5100;PL-2020-088799;nieokreœlony;20.01.2020;22.01.2020;standardowy;opakowanie;biuro;Krzysztof Ciu³a;K02006;po³udniowo-zachodni;dolnoœl¹skie;Kotla;67-210;Artyku³y biurowe;Segregatory;Cardinal Hold-It CD Pocket;19,152;3;0,2;6,4638
5101;PL-2020-088799;œredni;20.01.2020;22.01.2020;standardowy;ma³e pude³ko;biuro;Krzysztof Ciu³a;K02006;po³udniowo-zachodni;dolnoœl¹skie;Kotla;67-210;Artyku³y biurowe;Sztuka;Newell 333;4,448;2;0,2;0,3336
5102;PL-2020-087612;nieokreœlony;13.09.2020;14.09.2020;standardowy;ma³e pude³ko;ma³a firma;Marcin Ciechanowicz;K01623;wschodni;œwiêtokrzyskie;Morawica;26-026;Artyku³y biurowe;Papier;Xerox 1966;5,184;1;0,2;1,8792
5103;PL-2020-091537;nieokreœlony;24.04.2020;26.04.2020;standardowy;opakowanie;korporacja;Artur Machaj;K01705;centralny;mazowieckie;Borowie;08-412;Artyku³y biurowe;Papier;Xerox 1967;15,552;3;0,2;5,4432
5107;PL-2020-086015;wysoki;06.06.2020;13.06.2020;standardowy;ma³e pude³ko;biuro;Marzena P³osaj;K00459;centralny;³ódzkie;Rozprza;97-340;Technologia;Akcesoria;Kensington K72356US Mouse-in-a-Box USB Desktop Mouse;66,36;4;0;23,226
5111;PL-2020-086087;wysoki;01.12.2020;02.12.2020;standardowy;ma³e pude³ko;ma³a firma;Dariusz Pyrcz;K02968;po³udniowy;ma³opolskie;Bochnia;32-700;Artyku³y biurowe;Magazynowanie;Eldon Base for stackable storage shelf, platinum;186,912;6;0,2;-35,046
5113;PL-2020-086087;œredni;01.12.2020;03.12.2020;standardowy;œrednie pude³ko;ma³a firma;Dariusz Pyrcz;K02968;po³udniowy;ma³opolskie;Bochnia;32-700;Meble;Umeblowanie;Eldon Im?ge Series Desk Accessories, Clear;17,496;9;0,6;-7,4358
5116;PL-2020-086176;œredni;28.07.2020;29.07.2020;standardowy;ma³e pude³ko;biuro;Anna Ogonowska;K00966;po³udniowo-zachodni;opolskie;Ozimek;46-040;Artyku³y biurowe;Etykiety;Avery 491;3,304;1;0,2;1,0738
5120;PL-2020-090676;krytyczny;04.03.2020;05.03.2020;standardowy;ma³e pude³ko;korporacja;Krzysztof Piotrowski;K00866;po³udniowo-zachodni;dolnoœl¹skie;Jedlina-Zdrój;58-330;Artyku³y biurowe;Segregatory;GBC Imprintable Covers;79,056;9;0,2;28,6578
5121;PL-2020-090676;nieokreœlony;04.03.2020;07.03.2020;standardowy;œrednie pude³ko;korporacja;Krzysztof Piotrowski;K00866;po³udniowo-zachodni;dolnoœl¹skie;Jedlina-Zdrój;58-330;Artyku³y biurowe;Magazynowanie;Safco Commercial Shelving;232,55;5;0;9,302
5122;PL-2020-090676;œredni;04.03.2020;05.03.2020;standardowy;worek;korporacja;Krzysztof Piotrowski;K00866;po³udniowo-zachodni;dolnoœl¹skie;Jedlina-Zdrój;58-330;Technologia;Akcesoria;Logitech Wireless Marathon Mouse M705;99,98;2;0;42,9914
5123;PL-2020-089009;nieokreœlony;09.06.2020;09.06.2020;standardowy;ma³e pude³ko;ma³a firma;Irena Laps;K01028;pó³nocno-zachodni;zachodniopomorskie;Warnice;74-201;Artyku³y biurowe;Papier;Xerox 209;19,44;3;0;9,3312
5124;PL-2020-089009;krytyczny;09.06.2020;10.06.2020;standardowy;ma³e pude³ko;ma³a firma;Irena Laps;K01028;pó³nocno-zachodni;zachodniopomorskie;Warnice;74-201;Artyku³y biurowe;Papier;Xerox 1966;12,96;2;0;6,3504
5136;PL-2020-090768;niski;30.03.2020;01.04.2020;standardowy;ma³e pude³ko;biuro;Zbigniew Luter;K03280;wschodni;lubelskie;Stoczek £ukowski;21-450;Artyku³y biurowe;£¹czniki;Advantus SlideClip Paper Clips;17,05;5;0;8,184
5137;PL-2020-090768;nieokreœlony;30.03.2020;01.04.2020;standardowy;worek;biuro;Zbigniew Luter;K03280;wschodni;lubelskie;Stoczek £ukowski;21-450;Artyku³y biurowe;Segregatory;Wilson Jones Standard D-Ring Binders;8,096;2;0,2;2,7324
5138;PL-2020-086634;wysoki;05.10.2020;06.10.2020;standardowy;worek;ma³a firma;Ró¿a Sacha;K02678;wschodni;podkarpackie;Nowa Dêba;39-460;Meble;Umeblowanie;Master Giant Foot Doorstop, Safety Yellow;30,36;4;0;13,0548
5139;PL-2020-086093;niski;27.03.2020;03.04.2020;standardowy;œrednie pude³ko;biuro;Jolanta Szejgiec;K02082;wschodni;podlaskie;Bia³owie¿a;17-230;Artyku³y biurowe;Koperty;Staple envelope;23,34;3;0;10,9698
5140;PL-2020-086093;œredni;27.03.2020;31.03.2020;standardowy;worek;biuro;Jolanta Szejgiec;K02082;wschodni;podlaskie;Bia³owie¿a;17-230;Artyku³y biurowe;Papier;"Speediset Carbonless Redi-Letter 7"" x 8 1/2""";51,55;5;0;24,2285
5141;PL-2020-086093;niski;27.03.2020;29.03.2020;standardowy;ma³e pude³ko;biuro;Jolanta Szejgiec;K02082;wschodni;podlaskie;Bia³owie¿a;17-230;Technologia;Akcesoria;Microsoft Arc Touch Mouse;119,9;2;0;43,164
5146;PL-2020-091302;œredni;09.12.2020;11.12.2020;ekspresowy;worek;ma³a firma;Jadwiga Mikulska;K03350;centralny;³ódzkie;Parzêczew;95-045;Artyku³y biurowe;Magazynowanie;Multi-Use Personal File Cart and Caster Set, Three Stacking Bins;139,04;4;0;38,9312
5147;PL-2020-091302;œredni;09.12.2020;11.12.2020;standardowy;ma³e pude³ko;ma³a firma;Jadwiga Mikulska;K03350;centralny;³ódzkie;Parzêczew;95-045;Artyku³y biurowe;Urz¹dzenia;Harmony HEPA Quiet Air Purifiers;46,8;4;0;16,38
5150;PL-2020-088167;niski;27.10.2020;03.11.2020;standardowy;ma³e pude³ko;biuro;Eugeniusz Pi¹tek;K02291;wschodni;podkarpackie;Dukla;38-450;Technologia;Telefony;Polycom SoundStation2 EX Conference phone;1214,85;3;0;352,3065
5158;PL-2020-090470;nieokreœlony;15.06.2020;17.06.2020;kolejowy;wielkie pud³o;korporacja;El¿bieta Rêbecka;K00627;centralny;mazowieckie;Sucho¿ebry;08-125;Meble;Krzes³a;Global Enterprise Series Seating High-Back Swivel/Tilt Chairs;569,058;3;0,3;-178,8468
5162;PL-2020-087166;wysoki;23.09.2020;25.09.2020;kolejowy;wielkie pud³o;korporacja;Stanis³aw WoŸniak;K02781;wschodni;œwiêtokrzyskie;Iwaniska;27-570;Meble;Rega³y;"Rush Hierlooms Collection 1"" Thick Stackable Bookcases";1367,84;8;0;259,8896
5164;PL-2020-089962;krytyczny;04.10.2020;06.10.2020;standardowy;ma³e pude³ko;biuro;Przemys³aw Poplewski;K00164;po³udniowy;ma³opolskie;Jordanów;34-240;Meble;Krzes³a;Novimex Turbo Task Chair;170,352;3;0,2;-17,0352
5172;PL-2020-089390;niski;10.09.2020;12.09.2020;standardowy;worek;biuro;Marek Orliñski;K01045;po³udniowy;œl¹skie;Ciasna;42-793;Artyku³y biurowe;Papier;Xerox 1910;144,12;3;0;69,1776
5178;PL-2020-089764;krytyczny;24.01.2020;26.01.2020;kolejowy;paleta;ma³a firma;Miros³aw Niedopytalski;K00287;po³udniowy;œl¹skie;Pszczyna;43-200;Artyku³y biurowe;Segregatory;Round Ring Binders;4,992;3;0,2;1,6848
5180;PL-2020-089764;nieokreœlony;24.01.2020;26.01.2020;standardowy;ma³e pude³ko;ma³a firma;Miros³aw Niedopytalski;K00287;po³udniowy;œl¹skie;Pszczyna;43-200;Technologia;Telefony;Aastra 57i VoIP phone;258,576;2;0,2;19,3932
5184;PL-2020-088944;œredni;31.05.2020;01.06.2020;standardowy;ma³e pude³ko;biuro;Artur Litwin;K00269;centralny;mazowieckie;Ostro³êka;07-410;Artyku³y biurowe;Magazynowanie;Fellowes Desktop Hanging File Manager;40,29;3;0;10,0725
5185;PL-2020-088944;wysoki;31.05.2020;02.06.2020;standardowy;worek;biuro;Artur Litwin;K00269;centralny;mazowieckie;Ostro³êka;07-410;Artyku³y biurowe;Segregatory;Avery Durable Poly Binders;38,71;7;0;17,8066
5192;PL-2020-086078;wysoki;27.05.2020;30.05.2020;standardowy;ma³e pude³ko;korporacja;Robert Sójka;K01239;pó³nocno-zachodni;zachodniopomorskie;Czaplinek;78-550;Artyku³y biurowe;Koperty;Peel & Seel Recycled Catalog Envelopes, Brown;23,16;2;0;11,58
5193;PL-2020-090911;niski;15.08.2020;16.08.2020;standardowy;ma³e pude³ko;korporacja;Mieczys³awa £ukaszewicz;K00552;pó³nocno-zachodni;wielkopolskie;Duszniki;64-550;Meble;Umeblowanie;Eldon Cleatmat Plus Chair Mats for High Pile Carpets;397,6;5;0;43,736
5194;PL-2020-090911;krytyczny;15.08.2020;17.08.2020;standardowy;worek;korporacja;Rafa³ Skrêtowicz;K00550;pó³nocno-zachodni;wielkopolskie;Ceków-Kolonia;62-834;Artyku³y biurowe;Papier;Xerox 1933;85,96;7;0;40,4012
5196;PL-2020-088086;wysoki;14.12.2020;16.12.2020;standardowy;ma³e pude³ko;ma³a firma;Kinga Witkowska;K00445;po³udniowo-zachodni;dolnoœl¹skie;Lewin K³odzki;57-343;Artyku³y biurowe;Segregatory;"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black";45,66;3;0;22,3734
5198;PL-2020-091551;œredni;26.11.2020;27.11.2020;ekspresowy;opakowanie;korporacja;Jan Grzybowski;K01970;po³udniowo-zachodni;dolnoœl¹skie;Duszniki-Zdrój;57-340;Technologia;Telefony;LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite;43,6;5;0,2;4,36
5199;PL-2020-091551;krytyczny;26.11.2020;28.11.2020;standardowy;ma³e pude³ko;korporacja;Leszek Smyk;K01971;wschodni;podlaskie;Szepietowo;18-210;Artyku³y biurowe;Zaopatrzenie;High Speed Automatic Electric Letter Opener;3930,072;3;0,2;-786,0144
5200;PL-2020-091551;wysoki;26.11.2020;28.11.2020;standardowy;opakowanie;korporacja;Leszek Smyk;K01971;wschodni;podlaskie;Szepietowo;18-210;Artyku³y biurowe;£¹czniki;"Acco Banker's Clasps, 5 3/4""-Long";2,304;1;0,2;0,7776
5205;PL-2020-087428;wysoki;29.05.2020;01.06.2020;standardowy;ma³e pude³ko;osoba fizyczna;Krzysztof Chloupek;K01558;wschodni;podkarpackie;Hy¿ne;36-024;Artyku³y biurowe;Sztuka;Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set;9,26;2;0;3,0558
5209;PL-2020-087120;œredni;02.11.2020;04.11.2020;standardowy;ma³e pude³ko;osoba fizyczna;Ewa Mróz;K02034;po³udniowy;ma³opolskie;Wadowice;34-100;Artyku³y biurowe;Papier;HP Office Recycled Paper (20Lb. and 87 Bright);28,9;5;0;14,161
5210;PL-2020-087120;niski;02.11.2020;04.11.2020;standardowy;ma³e pude³ko;osoba fizyczna;Ewa Mróz;K02034;po³udniowy;ma³opolskie;Wadowice;34-100;Artyku³y biurowe;Koperty;Tyvek  Top-Opening Peel & Seel Envelopes, Plain White;27,18;1;0;12,7746
5211;PL-2020-089753;œredni;19.09.2020;23.09.2020;ekspresowy;ma³e pude³ko;ma³a firma;Tomasz Wiœniewski;K01322;centralny;mazowieckie;Mochowo;09-214;Artyku³y biurowe;Magazynowanie;Dual Level, Single-Width Filing Carts;465,18;3;0;120,9468
5221;PL-2020-091288;krytyczny;19.09.2020;24.09.2020;standardowy;worek;biuro;Grzegorz Pytloch;K02459;po³udniowo-zachodni;opolskie;Jemielnica;47-133;Meble;Rega³y;Hon Metal Bookcases, Gray;212,94;3;0;57,4938
5222;PL-2020-091288;œredni;19.09.2020;24.09.2020;standardowy;du¿e pude³ko;biuro;Grzegorz Pytloch;K02459;po³udniowo-zachodni;opolskie;Jemielnica;47-133;Artyku³y biurowe;Urz¹dzenia;Avanti 1.7 Cu. Ft. Refrigerator;706,86;7;0;197,9208
5224;PL-2020-089995;niski;22.05.2020;23.05.2020;standardowy;worek;osoba fizyczna;Renata Paw³owska;K01363;centralny;mazowieckie;Dzierzgowo;06-520;Artyku³y biurowe;Segregatory;Universal Recycled Hanging Pressboard Report Binders, Letter Size;43,19;7;0;20,7312
5233;PL-2020-087539;wysoki;24.11.2020;24.11.2020;standardowy;ma³e pude³ko;korporacja;Adam Kartosz;K03398;wschodni;œwiêtokrzyskie;Piñczów;28-400;Artyku³y biurowe;Segregatory;"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue";27,496;7;0,2;9,2799
5245;PL-2020-088523;nieokreœlony;29.07.2020;30.07.2020;ekspresowy;ma³e pude³ko;korporacja;Andrzej Jakubowski;K00003;pó³nocno-zachodni;wielkopolskie;Strza³kowo;62-420;Meble;Sto³y;Barricks Non-Folding Utility Table with Steel Legs, Laminate Tops;136,464;2;0,2;15,3522
5246;PL-2020-088523;œredni;29.07.2020;30.07.2020;standardowy;opakowanie;korporacja;Andrzej Jakubowski;K00003;pó³nocno-zachodni;wielkopolskie;Strza³kowo;62-420;Technologia;Telefony;Nortel Business Series Terminal T7208 Digital phone;333,576;3;0,2;33,3576
5247;PL-2020-088523;nieokreœlony;29.07.2020;29.07.2020;ekspresowy;ma³e pude³ko;korporacja;Andrzej Jakubowski;K00003;pó³nocno-zachodni;wielkopolskie;Strza³kowo;62-420;Artyku³y biurowe;Segregatory;XtraLife ClearVue Slant-D Ring Binders by Cardinal;12,544;2;0,2;4,704
5248;PL-2020-088891;œredni;09.02.2020;10.02.2020;standardowy;ma³e pude³ko;korporacja;Ryszard Weso³owski;K00680;centralny;³ódzkie;Skierniewice;96-100;Artyku³y biurowe;Urz¹dzenia;Fellowes Basic Home/Office Series Surge Protectors;20,768;8;0,8;-52,9584
5249;PL-2020-088891;krytyczny;09.02.2020;09.02.2020;standardowy;ma³e pude³ko;korporacja;Ryszard Weso³owski;K00680;centralny;³ódzkie;Skierniewice;96-100;Technologia;Akcesoria;HP Standard 104 key PS/2 Keyboard;43,5;3;0;10,875
5253;PL-2020-091019;wysoki;06.09.2020;08.09.2020;standardowy;ma³e pude³ko;korporacja;Anna Dykiert;K02540;po³udniowo-zachodni;dolnoœl¹skie;Wleñ;59-610;Artyku³y biurowe;Urz¹dzenia;Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection;182,91;3;0;53,0439
5254;PL-2020-089103;œredni;20.10.2020;22.10.2020;standardowy;ma³e pude³ko;korporacja;Agnieszka WoŸniak;K02241;wschodni;lubelskie;Serokomla;21-413;Artyku³y biurowe;Segregatory;Catalog Binders with Expanding Posts;107,648;2;0,2;33,64
5271;PL-2020-088517;œredni;12.09.2020;12.09.2020;standardowy;worek;osoba fizyczna;Wojciech Smuka³a;K00126;pó³nocny;warmiñsko-mazurskie;Braniewo;14-500;Artyku³y biurowe;Urz¹dzenia;Kensington 4 Outlet MasterPiece Compact Power Control Center;406,6;5;0;113,848
5273;PL-2020-088513;krytyczny;07.09.2020;07.09.2020;standardowy;du¿e pude³ko;korporacja;Jadwiga Kosid³o;K00534;wschodni;œwiêtokrzyskie;Wilczyce;27-612;Meble;Sto³y;Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table;399,672;7;0,2;-14,9877
5274;PL-2020-088513;niski;07.09.2020;09.09.2020;standardowy;opakowanie;korporacja;S³awomir Nelus;K00535;pó³nocny;kujawsko-pomorskie;Warlubie;86-160;Artyku³y biurowe;Segregatory;Zipper Ring Binder Pockets;3,744;4;0,7;-2,6208
5275;PL-2020-088513;œredni;07.09.2020;10.09.2020;standardowy;worek;korporacja;S³awomir Nelus;K00535;pó³nocny;kujawsko-pomorskie;Warlubie;86-160;Meble;Krzes³a;Safco Contoured Stacking Chairs;715,2;3;0;178,8
5280;PL-2020-086878;krytyczny;24.08.2020;25.08.2020;standardowy;ma³e pude³ko;korporacja;Piotr Wodyk;K02012;po³udniowy;ma³opolskie;Zakopane;34-500;Technologia;Akcesoria;Rosewill 107 Normal Keys USB Wired Standard Keyboard;13,48;1;0;1,8872
5288;PL-2020-090632;œredni;03.03.2020;04.03.2020;standardowy;ma³e pude³ko;korporacja;Wies³aw Nadstawny;K01890;wschodni;œwiêtokrzyskie;Daleszyce;26-021;Meble;Rega³y;Bestar Classic Bookcase;89,991;3;0,7;-152,9847
5289;PL-2020-090632;krytyczny;03.03.2020;05.03.2020;standardowy;ma³e pude³ko;korporacja;Wies³aw Nadstawny;K01890;wschodni;œwiêtokrzyskie;Daleszyce;26-021;Artyku³y biurowe;Papier;Xerox 1919;163,96;4;0;80,3404
5290;PL-2020-088696;nieokreœlony;01.11.2020;03.11.2020;standardowy;ma³e pude³ko;korporacja;Micha³ Stefañski;K02243;pó³nocno-zachodni;wielkopolskie;£ob¿enica;89-310;Artyku³y biurowe;Papier;"Geographics Note Cards, Blank, White, 8 1/2"" x 11""";17,904;2;0,2;6,2664
5303;PL-2020-088051;krytyczny;15.09.2020;22.09.2020;standardowy;opakowanie;biuro;Edwarda Ptaszyñska;K00217;pó³nocno-zachodni;wielkopolskie;Skulsk;62-560;Artyku³y biurowe;Etykiety;Avery 473;62,1;6;0;29,808
5318;PL-2020-086739;wysoki;17.03.2020;18.03.2020;standardowy;ma³e pude³ko;osoba fizyczna;Robert Banaœ;K01451;centralny;mazowieckie;Mochowo;09-214;Meble;Umeblowanie;Eldon 500 Class Desk Accessories;9,656;1;0,2;1,5691
5319;PL-2020-086739;krytyczny;17.03.2020;18.03.2020;standardowy;ma³e pude³ko;osoba fizyczna;Artur Echaust;K01450;po³udniowy;œl¹skie;Poczesna;42-262;Artyku³y biurowe;Papier;Xerox 1996;20,736;4;0,2;7,2576
5320;PL-2020-086739;niski;17.03.2020;18.03.2020;standardowy;worek;osoba fizyczna;Artur Echaust;K01450;po³udniowy;œl¹skie;Poczesna;42-262;Artyku³y biurowe;Segregatory;Ibico Plastic Spiral Binding Combs;27,36;3;0,7;-21,888
5323;PL-2020-091560;œredni;21.12.2020;24.12.2020;standardowy;worek;biuro;Bogdan Wdówka;K01319;centralny;mazowieckie;Pra¿mów;05-505;Meble;Umeblowanie;Eldon Image Series Desk Accessories, Ebony;19,76;2;0,2;5,928
5324;PL-2020-091560;niski;21.12.2020;23.12.2020;standardowy;opakowanie;biuro;Bogdan Wdówka;K01319;centralny;mazowieckie;Pra¿mów;05-505;Artyku³y biurowe;Papier;Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book;15,96;2;0;7,98
