Nr wiersza;Nr zamówienia;Priorytet zamówienia;Data zamówienia;Data wysy³ki;Rodzaj transportu;Rodzaj opakowania;Segment rynku;Klient;Nr klienta;Region;Województwo;Miasto;Kod pocztowy;Kategoria produktu;Podkategoria produktu;Nazwa produktu;Sprzeda¿;Iloœæ;Rabat procentowy;Zysk
6157;PL-2022-087282;niski;11.08.2022;12.08.2022;kolejowy;wielkie pud³o;korporacja;Heronim Cierpisz;K00337;pó³nocno-zachodni;lubuskie;Gorzów Wielkopolski;66-400;Meble;Umeblowanie;"Executive Impressions 12"" Wall Clock";42,408;3;0,2;9,5418
6158;PL-2022-090644;krytyczny;07.03.2022;09.03.2022;kolejowy;paleta;korporacja;W³odzimierz Sacharczuk;K01038;pó³nocny;pomorskie;Trzebielino;77-235;Artyku³y biurowe;Koperty;Tyvek  Top-Opening Peel & Seel Envelopes, Plain White;81,54;3;0;38,3238
6159;PL-2022-090644;œredni;07.03.2022;08.03.2022;standardowy;opakowanie;korporacja;W³odzimierz Sacharczuk;K01038;pó³nocny;pomorskie;Trzebielino;77-235;Technologia;Akcesoria;Sony Micro Vault Click 4 GB USB 2.0 Flash Drive;167,28;12;0;23,4192
6162;PL-2022-089865;wysoki;16.10.2022;16.10.2022;standardowy;ma³e pude³ko;biuro;Jaros³aw B¹czkowski;K01783;pó³nocny;kujawsko-pomorskie;Bydgoszcz;85-448;Artyku³y biurowe;Etykiety;Avery 501;11,808;4;0,2;3,9852
6165;PL-2022-086764;nieokreœlony;10.11.2022;11.11.2022;standardowy;ma³e pude³ko;osoba fizyczna;Edyta Jaremij;K02413;po³udniowo-zachodni;dolnoœl¹skie;Sobótka;55-050;Meble;Umeblowanie;Eldon Wave Desk Accessories;4,992;3;0,2;1,3728
6166;PL-2022-086764;wysoki;10.11.2022;11.11.2022;standardowy;ma³e pude³ko;osoba fizyczna;Dorota Rzewucka;K02415;wschodni;lubelskie;Borzechów;24-224;Meble;Umeblowanie;Document Clip Frames;20,016;3;0,2;5,5044
6167;PL-2022-090812;œredni;11.03.2022;13.03.2022;standardowy;worek;osoba fizyczna;Lucyna Niespodziana;K00905;pó³nocno-zachodni;wielkopolskie;Przykona;62-731;Technologia;Akcesoria;Logitech Wireless Boombox Speaker - portable - wireless, wired;170,24;2;0,2;53,2
6172;PL-2022-088211;œredni;25.02.2022;26.02.2022;ekspresowy;opakowanie;osoba fizyczna;Agnieszka Michalska;K00105;po³udniowy;ma³opolskie;Bobowa;38-350;Artyku³y biurowe;Sztuka;Newell 326;3,52;2;0;1,0208
6175;PL-2022-087709;œredni;12.10.2022;16.10.2022;standardowy;worek;ma³a firma;El¿bieta Kaciuba;K00422;po³udniowo-zachodni;opolskie;Kolonowskie;47-110;Artyku³y biurowe;Magazynowanie;Smead Adjustable Mobile File Trolley with Lockable Top;838,38;2;0;226,3626
6178;PL-2022-089582;niski;08.02.2022;10.02.2022;ekspresowy;ma³e pude³ko;osoba fizyczna;Renata Nowak;K00378;pó³nocno-zachodni;wielkopolskie;Nekla;62-330;Artyku³y biurowe;Koperty;"Tyvek Interoffice Envelopes, 9 1/2"" x 12 1/2"", 100/Box";121,96;2;0;57,3212
6179;PL-2022-089890;œredni;14.08.2022;14.08.2022;ekspresowy;ma³e pude³ko;korporacja;Eugeniusz Mroczkowski;K01654;wschodni;lubelskie;£uków;21-400;Artyku³y biurowe;Papier;Xerox 193;23,92;4;0;11,7208
6180;PL-2022-091327;niski;14.09.2022;21.09.2022;kolejowy;paleta;ma³a firma;Krystyna Kubiñska;K02378;pó³nocno-zachodni;wielkopolskie;Ostrowite;62-402;Artyku³y biurowe;Magazynowanie;Fellowes Bankers Box Stor/Drawer Steel Plus;63,96;2;0;6,396
6181;PL-2022-086345;nieokreœlony;24.09.2022;01.10.2022;standardowy;ma³e pude³ko;biuro;Barbara O¿ga;K01696;pó³nocny;kujawsko-pomorskie;Lipno;87-600;Technologia;Telefony;HTC One Mini;629,95;5;0;176,386
6182;PL-2022-088336;wysoki;13.01.2022;15.01.2022;kolejowy;wielkie pud³o;ma³a firma;Anna Wi¹z;K03242;centralny;mazowieckie;Pu³tusk;06-100;Technologia;Telefony;Grandstream GXP1160 VoIP phone;113,73;3;0;32,9817
6183;PL-2022-087578;niski;16.08.2022;18.08.2022;standardowy;worek;korporacja;Paulina Makaroyj;K02075;pó³nocno-zachodni;lubuskie;Œwiebodzin;66-200;Artyku³y biurowe;Segregatory;Angle-D Binders with Locking Rings, Label Holders;14,6;2;0;6,862
6184;PL-2022-088022;œredni;27.03.2022;29.03.2022;standardowy;opakowanie;korporacja;Jolanta Jank;K02619;wschodni;podkarpackie;Jas³o;38-200;Artyku³y biurowe;Magazynowanie;"Stur-D-Stor Shelving, Vertical 5-Shelf: 72""H x 36""W x 18 1/2""D";887,84;8;0;17,7568
6189;PL-2022-091048;krytyczny;11.05.2022;12.05.2022;standardowy;ma³e pude³ko;korporacja;Joanna Zacharska;K01650;pó³nocno-zachodni;wielkopolskie;Chodów;62-652;Artyku³y biurowe;Sztuka;Newell 319;119,04;6;0;35,712
6192;PL-2022-086329;wysoki;17.06.2022;17.06.2022;standardowy;ma³e pude³ko;biuro;Agnieszka Fuda³a;K03104;centralny;³ódzkie;£êczyca;99-100;Artyku³y biurowe;Magazynowanie;Sterilite Officeware Hinged File Box;31,44;3;0;8,4888
6200;PL-2022-090047;niski;24.12.2022;26.12.2022;standardowy;ma³e pude³ko;ma³a firma;Zygmunt Kijowski;K01006;po³udniowy;ma³opolskie;Czarny Dunajec;34-470;Artyku³y biurowe;Papier;Xerox 1910;96,08;2;0;46,1184
6201;PL-2022-087610;niski;09.10.2022;10.10.2022;standardowy;ma³e pude³ko;biuro;S³awomir Jêdrzejczyk;K01317;po³udniowy;œl¹skie;Bielsko-Bia³a;43-309;Technologia;Kopiarki;Canon PC940 Copier;1439,968;4;0,2;485,9892
6202;PL-2022-087610;œredni;09.10.2022;11.10.2022;standardowy;ma³e pude³ko;biuro;S³awomir Jêdrzejczyk;K01317;po³udniowy;œl¹skie;Bielsko-Bia³a;43-309;Technologia;Akcesoria;Logitech Keyboard K120;43,56;3;0,2;-4,9005
6206;PL-2022-090484;œredni;20.01.2022;22.01.2022;standardowy;ma³e pude³ko;ma³a firma;Dorota Po³czyñska;K00240;wschodni;podlaskie;Szumowo;18-305;Artyku³y biurowe;Papier;"Black Print Carbonless Snap-Off Rapid Letter, 8 1/2"" x 7""";51,016;7;0,2;15,9425
6207;PL-2022-090879;krytyczny;26.08.2022;27.08.2022;standardowy;ma³e pude³ko;korporacja;Miros³awa Folta;K02596;pó³nocny;kujawsko-pomorskie;Bukowiec;86-320;Artyku³y biurowe;£¹czniki;Staples;25,248;4;0,2;7,89
6208;PL-2022-087930;niski;12.11.2022;14.11.2022;standardowy;ma³e pude³ko;biuro;Katarzyna Chabera;K02542;po³udniowy;ma³opolskie;Szczucin;33-230;Meble;Krzes³a;Office Star - Ergonomically Designed Knee Chair;56,686;1;0,3;-14,5764
6209;PL-2022-087930;niski;12.11.2022;13.11.2022;standardowy;worek;biuro;Katarzyna Chabera;K02542;po³udniowy;ma³opolskie;Szczucin;33-230;Artyku³y biurowe;Magazynowanie;Fellowes Bankers Box Stor/Drawer Steel Plus;51,168;2;0,2;-6,396
6211;PL-2022-087101;œredni;18.02.2022;25.02.2022;standardowy;ma³e pude³ko;korporacja;Bo¿ena Krawczyk;K03163;pó³nocno-zachodni;wielkopolskie;Leszno;64-100;Artyku³y biurowe;Magazynowanie;Letter Size Cart;1000,02;7;0;290,0058
6213;PL-2022-089090;nieokreœlony;08.10.2022;10.10.2022;standardowy;worek;osoba fizyczna;Jerzy Hamulski;K00951;centralny;³ódzkie;Mas³owice;97-515;Artyku³y biurowe;£¹czniki;Staples;18,24;3;0;9,12
6221;PL-2022-091553;nieokreœlony;10.01.2022;12.01.2022;standardowy;ma³e pude³ko;korporacja;Leszek Smyk;K01971;wschodni;podlaskie;Szepietowo;18-210;Artyku³y biurowe;Magazynowanie;Woodgrain Magazine Files by Perma;20,86;7;0;1,4602
6222;PL-2022-090761;nieokreœlony;12.06.2022;13.06.2022;standardowy;ma³e pude³ko;osoba fizyczna;Joanna Owczarek;K03284;wschodni;podkarpackie;Strzy¿ów;38-100;Artyku³y biurowe;Etykiety;Avery 48;56,7;9;0;26,082
6223;PL-2022-090761;nieokreœlony;12.06.2022;14.06.2022;standardowy;opakowanie;osoba fizyczna;Joanna Owczarek;K03284;wschodni;podkarpackie;Strzy¿ów;38-100;Meble;Umeblowanie;"Executive Impressions 14"" Two-Color Numerals Wall Clock";72,704;4;0,2;19,0848
6224;PL-2022-090761;œredni;12.06.2022;14.06.2022;kolejowy;wielkie pud³o;osoba fizyczna;Joanna Owczarek;K03284;wschodni;podkarpackie;Strzy¿ów;38-100;Artyku³y biurowe;Sztuka;Pencil and Crayon Sharpener;12,264;7;0,2;1,0731
6230;PL-2022-089117;niski;20.11.2022;21.11.2022;kolejowy;paleta;ma³a firma;Damian Tyczka;K01281;po³udniowo-zachodni;dolnoœl¹skie;Je¿ów Sudecki;58-521;Technologia;Akcesoria;Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack;55,176;3;0,2;15,8631
6231;PL-2022-087694;niski;31.12.2022;31.12.2022;standardowy;ma³e pude³ko;korporacja;Jerzy Leszczyñski;K02702;wschodni;œwiêtokrzyskie;Chêciny;26-060;Artyku³y biurowe;Sztuka;Staples in misc. colors;30,32;4;0;11,8248
6233;PL-2022-090038;niski;23.05.2022;24.05.2022;standardowy;worek;ma³a firma;Kamila Mokrzycka;K00018;centralny;mazowieckie;Repki;07-405;Artyku³y biurowe;Papier;Xerox 225;19,44;3;0;9,3312
6235;PL-2022-089037;nieokreœlony;24.08.2022;25.08.2022;standardowy;opakowanie;ma³a firma;Stanis³aw Saniuk;K03188;wschodni;lubelskie;Stary Zamoœæ;22-417;Artyku³y biurowe;Segregatory;Ibico Ibimaster 300 Manual Binding System;1471,96;5;0,2;459,9875
6236;PL-2022-091564;wysoki;18.09.2022;20.09.2022;standardowy;ma³e pude³ko;biuro;Stanis³aw Frankowski;K03213;pó³nocno-zachodni;wielkopolskie;Grodziec;62-580;Technologia;Telefony;iOttie XL Car Mount;79,96;5;0,2;-17,991
6238;PL-2022-087294;nieokreœlony;01.06.2022;03.06.2022;standardowy;ma³e pude³ko;biuro;Tadeusz £ukomski;K03123;po³udniowy;œl¹skie;Mykanów;42-233;Artyku³y biurowe;Segregatory;Wilson Jones data.warehouse D-Ring Binders with DublLock;26,336;4;0,2;9,2176
6239;PL-2022-088910;œredni;29.07.2022;07.08.2022;ekspresowy;du¿e pude³ko;osoba fizyczna;Tadeusz Wêgrzynowski;K00492;centralny;mazowieckie;Gózd;05-340;Meble;Umeblowanie;Eldon Cleatmat Chair Mats for Medium Pile Carpets;166,5;3;0;21,645
6240;PL-2022-088910;wysoki;29.07.2022;03.08.2022;standardowy;worek;osoba fizyczna;Marek Subocz;K00494;pó³nocny;warmiñsko-mazurskie;Olsztyn;10-291;Artyku³y biurowe;Magazynowanie;Standard Rollaway File with Lock;360,38;2;0;93,6988
6241;PL-2022-088133;niski;11.10.2022;11.10.2022;standardowy;worek;biuro;Tomasz Syroka;K00544;pó³nocno-zachodni;wielkopolskie;Ko³o;62-600;Artyku³y biurowe;Segregatory;"XtraLife ClearVue Slant-D Ring Binder, White, 3""";11,744;1;0,2;3,8168
6242;PL-2022-088133;wysoki;11.10.2022;13.10.2022;standardowy;worek;biuro;Tomasz Syroka;K00544;pó³nocno-zachodni;wielkopolskie;Ko³o;62-600;Meble;Umeblowanie;Advantus Employee of the Month Certificate Frame, 11 x 13-1/2;247,44;8;0;101,4504
6245;PL-2022-087665;wysoki;16.04.2022;18.04.2022;standardowy;œrednie pude³ko;korporacja;Dominika Grunwald;K00028;po³udniowo-zachodni;dolnoœl¹skie;Dzier¿oniów;58-200;Artyku³y biurowe;Sztuka;Newell 334;119,04;6;0;30,9504
6248;PL-2022-088148;nieokreœlony;16.06.2022;18.06.2022;standardowy;du¿e pude³ko;korporacja;Bogus³awa Walkowiak;K02469;wschodni;podkarpackie;Ch³opice;37-561;Artyku³y biurowe;Segregatory;Satellite Sectional Post Binders;43,41;1;0;19,9686
6249;PL-2022-088148;œredni;16.06.2022;16.06.2022;kolejowy;wielkie pud³o;korporacja;Bogus³awa Walkowiak;K02469;wschodni;podkarpackie;Ch³opice;37-561;Meble;Umeblowanie;Eldon Wave Desk Accessories;6,24;3;0;2,6208
6253;PL-2022-089980;wysoki;30.10.2022;02.11.2022;kolejowy;paleta;ma³a firma;Zdzis³aw Ejsmont;K02225;centralny;³ódzkie;Dobroñ;95-082;Artyku³y biurowe;Papier;Xerox 226;58,32;9;0;27,9936
6254;PL-2022-088469;niski;23.12.2022;24.12.2022;standardowy;ma³e pude³ko;korporacja;El¿bieta Milczarz;K01081;pó³nocno-zachodni;wielkopolskie;Wronki;64-510;Technologia;Telefony;RCA Visys Integrated PBX 8-Line Router;200,97;3;0;50,2425
6255;PL-2022-088469;krytyczny;23.12.2022;24.12.2022;standardowy;ma³e pude³ko;korporacja;El¿bieta Milczarz;K01081;pó³nocno-zachodni;wielkopolskie;Wronki;64-510;Meble;Umeblowanie;Acrylic Self-Standing Desk Frames;21,36;8;0;8,1168
6256;PL-2022-088469;niski;23.12.2022;24.12.2022;standardowy;opakowanie;korporacja;El¿bieta Milczarz;K01081;pó³nocno-zachodni;wielkopolskie;Wronki;64-510;Artyku³y biurowe;Etykiety;Avery 511;9,856;4;0,2;3,4496
6261;PL-2022-088035;wysoki;16.03.2022;20.03.2022;standardowy;ma³e pude³ko;biuro;Ryszard Smagie³;K02209;centralny;mazowieckie;Platerów;08-210;Artyku³y biurowe;Segregatory;Prestige Round Ring Binders;14,592;3;0,2;4,9248
6262;PL-2022-088035;wysoki;16.03.2022;18.03.2022;kolejowy;wielkie pud³o;biuro;Ryszard Smagie³;K02209;centralny;mazowieckie;Platerów;08-210;Artyku³y biurowe;Etykiety;"Avery Address/Shipping Labels for Typewriters, 4"" x 2""";41,4;4;0;19,872
6269;PL-2022-087291;nieokreœlony;16.02.2022;18.02.2022;standardowy;ma³e pude³ko;biuro;Tadeusz £ukomski;K03123;po³udniowy;œl¹skie;Mykanów;42-233;Artyku³y biurowe;Segregatory;Avery Non-Stick Binders;22,45;5;0;10,327
6270;PL-2022-087755;nieokreœlony;25.08.2022;26.08.2022;ekspresowy;opakowanie;korporacja;Aneta Kêpa;K01712;centralny;mazowieckie;Czernice Borowe;06-415;Technologia;Telefony;Anker Astro 15000mAh USB Portable Charger;39,992;1;0,2;-7,9984
6274;PL-2022-087481;wysoki;21.06.2022;23.06.2022;ekspresowy;ma³e pude³ko;biuro;Violetta Zbytek;K03375;pó³nocno-zachodni;lubuskie;Siedlisko;67-100;Meble;Umeblowanie;Eldon Image Series Black Desk Accessories;12,42;3;0;4,4712
6278;PL-2022-088100;niski;12.04.2022;14.04.2022;standardowy;ma³e pude³ko;korporacja;Andrzej Brzozowski;K01562;pó³nocny;warmiñsko-mazurskie;Wilczêta;14-405;Artyku³y biurowe;Magazynowanie;Home/Office Personal File Carts;69,52;2;0;17,38
6279;PL-2022-088100;niski;12.04.2022;14.04.2022;standardowy;ma³e pude³ko;korporacja;Krystyna Zio³a;K01563;centralny;³ódzkie;£owicz;97-524;Technologia;Telefony;Cyber Acoustics AC-202b Speech Recognition Stereo Headset;20,784;2;0,2;-4,6764
6280;PL-2022-087518;niski;03.09.2022;05.09.2022;standardowy;ma³e pude³ko;osoba fizyczna;Robert GruŸlewski;K02947;pó³nocno-zachodni;wielkopolskie;Grodziec;62-580;Artyku³y biurowe;Segregatory;"Pressboard Data Binder, Crimson, 12"" X 8 1/2""";12,816;3;0,2;4,1652
6282;PL-2022-090007;krytyczny;05.03.2022;06.03.2022;standardowy;ma³e pude³ko;korporacja;Halina Gnaciñska;K01990;pó³nocny;kujawsko-pomorskie;Drzycim;86-140;Meble;Umeblowanie;Ultra Commercial Grade Dual Valve Door Closer;63,824;2;0,2;9,5736
6286;PL-2022-089978;wysoki;23.08.2022;25.08.2022;standardowy;du¿e pude³ko;ma³a firma;Zdzis³aw Ejsmont;K02225;centralny;³ódzkie;Dobroñ;95-082;Meble;Sto³y;"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables";661,176;2;0,4;-231,4116
6291;PL-2022-091250;wysoki;29.04.2022;30.04.2022;standardowy;ma³e pude³ko;biuro;Ma³gorzata G³owacka;K01339;wschodni;podkarpackie;Adamówka;37-534;Meble;Umeblowanie;Dana Halogen Swing-Arm Architect Lamp;327,76;8;0;91,7728
6292;PL-2022-089938;nieokreœlony;12.09.2022;12.09.2022;ekspresowy;ma³e pude³ko;biuro;Andrzej Kurjata;K01430;wschodni;lubelskie;Garbów;21-080;Meble;Krzes³a;Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat;701,96;2;0;168,4704
6297;PL-2022-087292;œredni;09.04.2022;12.04.2022;standardowy;ma³e pude³ko;korporacja;Maria Kruk;K03124;po³udniowo-zachodni;dolnoœl¹skie;Prochowice;59-230;Artyku³y biurowe;Magazynowanie;Fellowes Strictly Business Drawer File, Letter/Legal Size;704,25;5;0;84,51
6309;PL-2022-089298;krytyczny;13.06.2022;14.06.2022;standardowy;ma³e pude³ko;korporacja;El¿bieta Oczachowska;K00277;po³udniowy;ma³opolskie;Sêkowa;38-307;Meble;Krzes³a;Global Enterprise Series Seating High-Back Swivel/Tilt Chairs;650,352;3;0,2;-97,5528
6310;PL-2022-091485;wysoki;20.06.2022;21.06.2022;standardowy;ma³e pude³ko;biuro;Ma³gorzata Ponikowska;K02337;pó³nocno-zachodni;wielkopolskie;Chocz;63-313;Artyku³y biurowe;Etykiety;Dot Matrix Printer Tape Reel Labels, White, 5000/Box;629,184;8;0,2;228,0792
6311;PL-2022-091485;œredni;20.06.2022;21.06.2022;standardowy;ma³e pude³ko;biuro;Ma³gorzata Ponikowska;K02337;pó³nocno-zachodni;wielkopolskie;Chocz;63-313;Artyku³y biurowe;Papier;Xerox 1887;15,176;1;0,2;5,3116
6312;PL-2022-091485;niski;20.06.2022;21.06.2022;standardowy;opakowanie;biuro;Ma³gorzata Ponikowska;K02337;pó³nocno-zachodni;wielkopolskie;Chocz;63-313;Meble;Umeblowanie;Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting;127,95;3;0;21,7515
6313;PL-2022-091485;krytyczny;20.06.2022;22.06.2022;standardowy;ma³e pude³ko;biuro;Justyna Kosmala;K02338;pó³nocny;kujawsko-pomorskie;Boniewo;87-851;Artyku³y biurowe;Magazynowanie;Fellowes Staxonsteel Drawer Files;579,51;3;0;81,1314
6314;PL-2022-091485;œredni;20.06.2022;22.06.2022;standardowy;du¿e pude³ko;biuro;Justyna Kosmala;K02338;pó³nocny;kujawsko-pomorskie;Boniewo;87-851;Technologia;Telefony;Belkin SportFit Armband For iPhone 5s/5c, Fuchsia;14,99;1;0;7,3451
6315;PL-2022-091005;wysoki;12.05.2022;13.05.2022;standardowy;ma³e pude³ko;korporacja;Sylwia Krêglewska;K02480;pó³nocno-zachodni;wielkopolskie;Kostrzyn;62-025;Artyku³y biurowe;Sztuka;Hunt PowerHouse Electric Pencil Sharpener, Blue;151,92;4;0;45,576
6316;PL-2022-091005;wysoki;12.05.2022;14.05.2022;standardowy;ma³e pude³ko;korporacja;Sylwia Krêglewska;K02480;pó³nocno-zachodni;wielkopolskie;Kostrzyn;62-025;Artyku³y biurowe;Etykiety;Dot Matrix Printer Tape Reel Labels, White, 5000/Box;196,62;2;0;96,3438
6317;PL-2022-091005;wysoki;12.05.2022;15.05.2022;standardowy;opakowanie;korporacja;Sylwia Krêglewska;K02480;pó³nocno-zachodni;wielkopolskie;Kostrzyn;62-025;Artyku³y biurowe;Papier;Xerox 1885;144,12;3;0;69,1776
6318;PL-2022-090680;œredni;05.01.2022;06.01.2022;standardowy;œrednie pude³ko;osoba fizyczna;Krystyna Skurat;K01665;wschodni;œwiêtokrzyskie;Miedziana Góra;26-085;Artyku³y biurowe;Papier;Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book;15,96;2;0;7,98
6319;PL-2022-088924;wysoki;25.05.2022;27.05.2022;standardowy;ma³e pude³ko;ma³a firma;Tomasz Szulc;K00197;po³udniowy;œl¹skie;Knurów;44-193;Technologia;Telefony;PayAnywhere Card Reader;39,96;5;0,2;3,4965
6322;PL-2022-086043;niski;16.05.2022;17.05.2022;standardowy;ma³e pude³ko;korporacja;Katarzyna Lewandowska;K00319;pó³nocno-zachodni;wielkopolskie;Kwilcz;64-410;Artyku³y biurowe;Segregatory;Recycled Pressboard Report Cover with Reinforced Top Hinge;7,752;3;0,2;2,8101
6324;PL-2022-086865;wysoki;05.07.2022;07.07.2022;standardowy;worek;korporacja;Adam Tyszer;K03113;pó³nocny;warmiñsko-mazurskie;Lubomino;11-135;Technologia;Maszyny;Texas Instruments TI-34 Scientific Calculator;65,97;3;0;31,0059
6325;PL-2022-090227;œredni;24.07.2022;29.07.2022;standardowy;worek;osoba fizyczna;Jolanta Zieliñska;K02927;wschodni;lubelskie;Józefów nad Wis³¹;24-340;Artyku³y biurowe;Papier;Xerox 1898;33,4;5;0;16,032
6327;PL-2022-089715;niski;03.09.2022;04.09.2022;standardowy;worek;biuro;Anna Sawczuk;K01642;centralny;³ódzkie;Nieborów;99-416;Artyku³y biurowe;Magazynowanie;Eldon Fold 'N Roll Cart System;13,98;1;0;4,0542
6328;PL-2022-089715;krytyczny;03.09.2022;06.09.2022;kolejowy;wielkie pud³o;biuro;Kazimierz Mita;K01640;po³udniowy;ma³opolskie;Koszyce;32-130;Meble;Umeblowanie;Eldon ClusterMat Chair Mat with Cordless Antistatic Protection;272,94;3;0;30,0234
6329;PL-2022-087084;œredni;12.09.2022;14.09.2022;ekspresowy;œrednie pude³ko;biuro;Pawe³ Mirowski;K01473;po³udniowy;ma³opolskie;Rytro;33-343;Artyku³y biurowe;Segregatory;"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red";19,05;5;0;8,9535
6332;PL-2022-088847;krytyczny;25.03.2022;26.03.2022;standardowy;du¿e pude³ko;korporacja;Zbigniew Gotowa³a;K03381;wschodni;podkarpackie;Przeworsk;37-200;Artyku³y biurowe;Sztuka;Panasonic KP-4ABK Battery-Operated Pencil Sharpener;43,92;3;0;12,7368
6334;PL-2022-089535;wysoki;01.11.2022;01.11.2022;standardowy;worek;ma³a firma;Lidia K³osowska;K00153;pó³nocny;kujawsko-pomorskie;Chodecz;87-860;Artyku³y biurowe;Segregatory;Storex Dura Pro Binders;29,7;5;0;13,365
6335;PL-2022-089535;nieokreœlony;01.11.2022;02.11.2022;ekspresowy;opakowanie;ma³a firma;Lidia K³osowska;K00153;pó³nocny;kujawsko-pomorskie;Chodecz;87-860;Artyku³y biurowe;Papier;Xerox 1881;49,12;4;0;23,0864
6336;PL-2022-089535;krytyczny;01.11.2022;03.11.2022;standardowy;ma³e pude³ko;ma³a firma;Lidia K³osowska;K00153;pó³nocny;kujawsko-pomorskie;Chodecz;87-860;Artyku³y biurowe;Segregatory;Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders;18,28;5;0,2;6,398
6337;PL-2022-090744;krytyczny;29.08.2022;31.08.2022;standardowy;ma³e pude³ko;korporacja;Pawe³ Lembas;K03209;pó³nocny;kujawsko-pomorskie;Nieszawa;87-730;Meble;Umeblowanie;"Executive Impressions 10"" Spectator Wall Clock";47,04;4;0;15,9936
6339;PL-2022-088664;krytyczny;09.09.2022;11.09.2022;standardowy;worek;ma³a firma;Gra¿yna Pakos;K02551;po³udniowy;œl¹skie;Szczekociny;42-445;Technologia;Telefony;Samsung HM1900 Bluetooth Headset;87,8;4;0;43,9
6347;PL-2022-089164;niski;29.06.2022;01.07.2022;standardowy;ma³e pude³ko;korporacja;Krystyna Zachaczewska;K02298;centralny;mazowieckie;Dzierz¹¿nia;09-164;Artyku³y biurowe;Etykiety;Avery 478;24,55;5;0;12,0295
6348;PL-2022-089340;wysoki;23.08.2022;26.08.2022;standardowy;du¿e pude³ko;korporacja;Ilona Skupiñska;K02038;po³udniowo-zachodni;dolnoœl¹skie;Pieszyce;58-250;Artyku³y biurowe;Segregatory;"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black";12,176;1;0,2;4,4138
6356;PL-2022-087001;nieokreœlony;15.06.2022;16.06.2022;standardowy;ma³e pude³ko;biuro;Ireneusz Burak;K00776;pó³nocny;pomorskie;Kwidzyn;82-500;Artyku³y biurowe;Magazynowanie;Tennsco Lockers, Gray;83,92;5;0,2;-13,637
6357;PL-2022-087001;wysoki;15.06.2022;16.06.2022;standardowy;ma³e pude³ko;biuro;Ireneusz Burak;K00776;pó³nocny;pomorskie;Kwidzyn;82-500;Artyku³y biurowe;Segregatory;Pressboard Hanging Data Binders for Unburst Sheets;19,68;5;0,2;6,888
6358;PL-2022-087001;nieokreœlony;15.06.2022;16.06.2022;standardowy;du¿e pude³ko;biuro;Ireneusz Burak;K00776;pó³nocny;pomorskie;Kwidzyn;82-500;Artyku³y biurowe;Papier;Xerox 212;25,92;4;0;12,4416
6361;PL-2022-090042;œredni;12.06.2022;13.06.2022;standardowy;worek;biuro;Kazimierz Szyszka;K02363;centralny;³ódzkie;Zapolice;97-512;Artyku³y biurowe;Sztuka;Boston Electric Pencil Sharpener, Model 1818, Charcoal Black;56,3;2;0;15,764
6367;PL-2022-086130;nieokreœlony;17.03.2022;17.03.2022;ekspresowy;ma³e pude³ko;korporacja;Roksana Herman;K01085;wschodni;œwiêtokrzyskie;Pacanów;28-133;Artyku³y biurowe;Zaopatrzenie;Premier Automatic Letter Opener;240,37;1;0;7,2111
6370;PL-2022-086288;nieokreœlony;10.02.2022;11.02.2022;standardowy;ma³e pude³ko;korporacja;Andrzej Pêkalski;K03331;wschodni;lubelskie;W¹wolnica;08-504;Meble;Umeblowanie;Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany;38,08;5;0,6;-29,512
6371;PL-2022-085976;nieokreœlony;20.07.2022;22.07.2022;kolejowy;wielkie pud³o;korporacja;Robert Stankiewicz;K00211;wschodni;podkarpackie;Brzozów;36-200;Meble;Rega³y;Hon Metal Bookcases, Putty;113,568;2;0,2;12,7764
6374;PL-2022-089721;nieokreœlony;16.01.2022;17.01.2022;kolejowy;paleta;korporacja;Agnieszka M¹drawska;K03148;wschodni;lubelskie;Uœcimów;21-109;Technologia;Akcesoria;Logitech G19 Programmable Gaming Keyboard;371,97;3;0;66,9546
6377;PL-2022-085974;wysoki;23.02.2022;24.02.2022;standardowy;ma³e pude³ko;osoba fizyczna;Robert Stankiewicz;K00211;wschodni;podkarpackie;Brzozów;36-200;Artyku³y biurowe;Etykiety;Avery 511;4,928;2;0,2;1,7248
6380;PL-2022-086749;œredni;18.09.2022;19.09.2022;standardowy;ma³e pude³ko;korporacja;Artur Echaust;K01450;po³udniowy;œl¹skie;Poczesna;42-262;Artyku³y biurowe;Magazynowanie;Recycled Steel Personal File for Hanging File Folders;286,15;5;0;71,5375
6381;PL-2022-088578;œredni;06.10.2022;06.10.2022;standardowy;ma³e pude³ko;ma³a firma;Agnieszka Ciepielak;K00857;pó³nocno-zachodni;wielkopolskie;Jaraczewo;63-233;Artyku³y biurowe;£¹czniki;Alliance Super-Size Bands, Assorted Sizes;49,792;8;0,2;-11,8256
