Nr wiersza;Nr zamówienia;Priorytet zamówienia;Data zamówienia;Data wysy³ki;Rodzaj transportu;Rodzaj opakowania;Segment rynku;Klient;Nr klienta;Region;Województwo;Miasto;Kod pocztowy;Kategoria produktu;Podkategoria produktu;Nazwa produktu;Sprzeda¿;Iloœæ;Rabat procentowy;Zysk
5766;PL-2021-091047;nieokreœlony;12.08.2021;13.08.2021;standardowy;du¿e pude³ko;korporacja;Marek Karnicki;K01648;pó³nocny;pomorskie;Mi³oradz;82-200;Technologia;Telefony;Toshiba IPT2010-SD IP Telephone;333,576;3;0,2;25,0182
5767;PL-2021-091047;nieokreœlony;12.08.2021;13.08.2021;standardowy;opakowanie;korporacja;Marek Karnicki;K01648;pó³nocny;pomorskie;Mi³oradz;82-200;Artyku³y biurowe;Etykiety;Avery 50;60,144;6;0,2;20,2986
5768;PL-2021-091047;krytyczny;12.08.2021;14.08.2021;standardowy;worek;korporacja;Marek Karnicki;K01648;pó³nocny;pomorskie;Mi³oradz;82-200;Technologia;Akcesoria;Memorex Froggy Flash Drive 8 GB;85,2;6;0,2;20,235
5775;PL-2021-088706;nieokreœlony;06.05.2021;07.05.2021;kolejowy;paleta;korporacja;Janusz Grudnik;K02715;po³udniowo-zachodni;dolnoœl¹skie;Lubañ;59-800;Meble;Krzes³a;Hon Comfortask Task/Swivel Chairs;638,288;7;0,2;-31,9144
5805;PL-2021-086348;krytyczny;07.03.2021;09.03.2021;kolejowy;wielkie pud³o;korporacja;Jaros³aw Krzeœniak;K03012;wschodni;podkarpackie;Tarnobrzeg;39-400;Artyku³y biurowe;Magazynowanie;Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black;61,792;4;0,2;6,1792
5810;PL-2021-090924;krytyczny;26.02.2021;05.03.2021;standardowy;ma³e pude³ko;biuro;Andrzej Macewicz;K00663;centralny;mazowieckie;Sucho¿ebry;08-125;Meble;Umeblowanie;Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting;132,224;4;0,2;-18,1808
5811;PL-2021-088117;krytyczny;25.05.2021;25.05.2021;standardowy;ma³e pude³ko;osoba fizyczna;Marek Karpiniuk;K02731;po³udniowy;ma³opolskie;Ryglice;33-160;Artyku³y biurowe;Papier;Easy-staple paper;105,52;4;0;48,5392
5818;PL-2021-091578;œredni;26.02.2021;28.02.2021;standardowy;ma³e pude³ko;biuro;Karolina Hubert;K00045;wschodni;podkarpackie;Oleszyce;37-630;Artyku³y biurowe;Segregatory;Pressboard Data Binders by Wilson Jones;17,088;4;0,2;5,7672
5825;PL-2021-087911;nieokreœlony;12.03.2021;13.03.2021;ekspresowy;ma³e pude³ko;osoba fizyczna;Karol Korczyñski;K03394;pó³nocny;warmiñsko-mazurskie;Tolkmicko;82-340;Artyku³y biurowe;Urz¹dzenia;Belkin 6 Outlet Metallic Surge Strip;26,136;3;0,2;1,9602
5838;PL-2021-086522;œredni;05.02.2021;07.02.2021;ekspresowy;ma³e pude³ko;korporacja;Anna Nowak;K00120;po³udniowy;ma³opolskie;Krzeszowice;32-065;Technologia;Telefony;Griffin GC17055 Auxiliary Audio Cable;57,568;4;0,2;5,7568
5845;PL-2021-088917;nieokreœlony;11.10.2021;18.10.2021;standardowy;ma³e pude³ko;ma³a firma;Krzysztof Bajkowski;K02995;wschodni;podlaskie;Krynki;16-120;Artyku³y biurowe;Magazynowanie;Fellowes Recycled Storage Drawers;777,21;7;0;54,4047
5846;PL-2021-088917;niski;11.10.2021;15.10.2021;standardowy;opakowanie;ma³a firma;Krzysztof Bajkowski;K02995;wschodni;podlaskie;Krynki;16-120;Artyku³y biurowe;Papier;Xerox 203;32,4;5;0;15,552
5848;PL-2021-088917;œredni;11.10.2021;16.10.2021;standardowy;ma³e pude³ko;ma³a firma;Krzysztof Bajkowski;K02995;wschodni;podlaskie;Krynki;16-120;Meble;Umeblowanie;Advantus Panel Wall Certificate Holder - 8.5x11;36,6;3;0;15,372
5852;PL-2021-088025;œredni;04.03.2021;07.03.2021;standardowy;ma³e pude³ko;osoba fizyczna;Arkadiusz Rojek;K00472;wschodni;lubelskie;Ruda-Huta;22-110;Artyku³y biurowe;Segregatory;GBC Standard Therm-A-Bind Covers;74,76;3;0;34,3896
5859;PL-2021-086159;wysoki;11.01.2021;18.01.2021;standardowy;ma³e pude³ko;ma³a firma;Urszula G³od;K01295;wschodni;podlaskie;Ma³y P³ock;18-500;Meble;Rega³y;Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order;239,666;2;0,15;14,098
5860;PL-2021-086159;krytyczny;11.01.2021;13.01.2021;kolejowy;paleta;ma³a firma;Urszula G³od;K01295;wschodni;podlaskie;Ma³y P³ock;18-500;Meble;Sto³y;"Iceberg OfficeWorks 42"" Round Tables";301,96;2;0;45,294
5871;PL-2021-088604;wysoki;15.05.2021;17.05.2021;standardowy;ma³e pude³ko;korporacja;Anna Nawrotkiewicz;K01213;po³udniowo-zachodni;dolnoœl¹skie;Pêc³aw;67-221;Meble;Sto³y;Bush Cubix Conference Tables, Fully Assembled;1293,488;7;0,2;80,843
5872;PL-2021-088604;wysoki;15.05.2021;17.05.2021;standardowy;ma³e pude³ko;korporacja;Anna Nawrotkiewicz;K01213;po³udniowo-zachodni;dolnoœl¹skie;Pêc³aw;67-221;Meble;Umeblowanie;Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting;127,95;3;0;21,7515
5877;PL-2021-090129;krytyczny;20.02.2021;22.02.2021;ekspresowy;ma³e pude³ko;ma³a firma;Dawid Gazda;K01660;centralny;³ódzkie;£owicz;99-400;Artyku³y biurowe;Segregatory;GBC ProClick Punch Binding System;447,86;7;0;219,4514
5879;PL-2021-089888;œredni;12.01.2021;14.01.2021;standardowy;ma³e pude³ko;korporacja;Dorota Rybiñska;K01653;wschodni;podlaskie;Bielsk Podlaski;17-100;Artyku³y biurowe;Urz¹dzenia;Belkin 8 Outlet Surge Protector;245,88;6;0;68,8464
5880;PL-2021-089888;wysoki;12.01.2021;14.01.2021;standardowy;worek;korporacja;Dorota Rybiñska;K01653;wschodni;podlaskie;Bielsk Podlaski;17-100;Artyku³y biurowe;Papier;Xerox 1885;192,16;4;0;92,2368
5881;PL-2021-086649;œredni;20.07.2021;22.07.2021;ekspresowy;ma³e pude³ko;osoba fizyczna;Aldona Prusinowska;K01680;pó³nocny;kujawsko-pomorskie;Kowal;87-820;Meble;Krzes³a;Global Troy Executive Leather Low-Back Tilter;801,568;2;0,2;50,098
5882;PL-2021-090274;niski;23.04.2021;26.04.2021;standardowy;opakowanie;korporacja;Marcin Karczewski;K00831;po³udniowy;ma³opolskie;Pleœna;33-171;Artyku³y biurowe;Papier;Xerox 1945;368,91;9;0;180,7659
5883;PL-2021-086405;krytyczny;09.12.2021;09.12.2021;ekspresowy;ma³e pude³ko;biuro;Piotr Diakun;K01463;pó³nocny;kujawsko-pomorskie;Nowa Wieœ Wielka;86-060;Meble;Krzes³a;Global High-Back Leather Tilter, Burgundy;885,528;9;0,2;-99,6219
5884;PL-2021-086405;wysoki;09.12.2021;11.12.2021;standardowy;ma³e pude³ko;biuro;Piotr Diakun;K01463;pó³nocny;kujawsko-pomorskie;Nowa Wieœ Wielka;86-060;Meble;Umeblowanie;Westinghouse Mesh Shade Clip-On Gooseneck Lamp, Black;28,28;2;0;7,3528
5896;PL-2021-091392;wysoki;02.03.2021;02.03.2021;standardowy;worek;korporacja;Krzysztof Jab³oñski;K03005;centralny;³ódzkie;Goszczanów;98-215;Artyku³y biurowe;Etykiety;Avery 475;44,4;3;0;22,2
5897;PL-2021-088687;niski;07.04.2021;09.04.2021;standardowy;ma³e pude³ko;biuro;Emil Lewandowski;K00351;centralny;mazowieckie;Przy³êk;08-460;Artyku³y biurowe;Papier;Easy-staple paper;21,4;5;0;9,63
5906;PL-2021-091071;krytyczny;18.04.2021;23.04.2021;standardowy;œrednie pude³ko;biuro;Krzysztof Kominek;K00611;po³udniowy;œl¹skie;Czechowice-Dziedzice;43-503;Artyku³y biurowe;Etykiety;Avery 503;41,4;4;0;19,872
5914;PL-2021-089491;niski;15.04.2021;20.04.2021;standardowy;ma³e pude³ko;ma³a firma;El¿bieta Góral;K01675;centralny;mazowieckie;Grudusk;06-460;Artyku³y biurowe;Magazynowanie;Woodgrain Magazine Files by Perma;14,9;5;0;1,043
5915;PL-2021-089491;wysoki;15.04.2021;17.04.2021;kolejowy;paleta;ma³a firma;El¿bieta Góral;K01675;centralny;mazowieckie;Grudusk;06-460;Artyku³y biurowe;Etykiety;Avery 485;87,71;7;0;41,2237
5917;PL-2021-089767;nieokreœlony;08.09.2021;09.09.2021;standardowy;ma³e pude³ko;ma³a firma;Miros³aw Niedopytalski;K00287;po³udniowy;œl¹skie;Pszczyna;43-200;Artyku³y biurowe;Magazynowanie;Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays;94,6;4;0;27,434
5927;PL-2021-091223;wysoki;13.12.2021;13.12.2021;standardowy;ma³e pude³ko;korporacja;Tomasz Bielaszewski;K01824;pó³nocno-zachodni;wielkopolskie;Czerwonak;62-004;Meble;Sto³y;SAFCO PlanMaster Boards, 60w x 37-1/2d, White Melamine;1215,92;8;0;316,1392
5928;PL-2021-091223;krytyczny;13.12.2021;15.12.2021;standardowy;ma³e pude³ko;korporacja;Tomasz Bielaszewski;K01824;pó³nocno-zachodni;wielkopolskie;Czerwonak;62-004;Artyku³y biurowe;Etykiety;Self-Adhesive Address Labels for Typewriters by Universal;7,31;1;0;3,4357
5929;PL-2021-089950;œredni;15.09.2021;17.09.2021;standardowy;ma³e pude³ko;korporacja;Krystyna Bugaj;K01778;wschodni;lubelskie;Rossosz;21-533;Meble;Umeblowanie;Eldon Pizzaz Desk Accessories;8,92;4;0;3,9248
5930;PL-2021-089950;niski;15.09.2021;17.09.2021;kolejowy;paleta;korporacja;Krystyna Bugaj;K01778;wschodni;lubelskie;Rossosz;21-533;Meble;Rega³y;O'Sullivan 3-Shelf Heavy-Duty Bookcases;87,21;3;0,5;-45,3492
5931;PL-2021-086209;niski;04.09.2021;05.09.2021;ekspresowy;worek;korporacja;Jerzy Kubicki;K03290;pó³nocno-zachodni;lubuskie;Gozdnica;68-130;Artyku³y biurowe;Papier;Xerox 216;15,552;3;0,2;5,4432
5937;PL-2021-091147;œredni;15.11.2021;16.11.2021;standardowy;worek;biuro;Wioletta Podolak;K00606;po³udniowo-zachodni;dolnoœl¹skie;Wojcieszów;59-550;Technologia;Telefony;Avaya 4621SW VoIP phone;177,48;3;0,2;19,9665
5938;PL-2021-091147;krytyczny;15.11.2021;17.11.2021;standardowy;ma³e pude³ko;biuro;Wioletta Podolak;K00606;po³udniowo-zachodni;dolnoœl¹skie;Wojcieszów;59-550;Technologia;Telefony;OtterBox Defender Series Case - Samsung Galaxy S4;71,976;3;0,2;8,997
5939;PL-2021-090345;wysoki;01.04.2021;02.04.2021;standardowy;ma³e pude³ko;korporacja;Bo¿ena Gromek;K00388;centralny;mazowieckie;Solec nad Wis³¹;27-320;Technologia;Telefony;Jabra Supreme Plus Driver Edition Headset;95,992;1;0,2;9,5992
5940;PL-2021-089441;nieokreœlony;22.02.2021;23.02.2021;standardowy;ma³e pude³ko;korporacja;Justyna Terlecka;K02188;po³udniowy;œl¹skie;Toszek;44-180;Artyku³y biurowe;Etykiety;Avery 491;13,216;4;0,2;4,2952
5941;PL-2021-089441;krytyczny;22.02.2021;23.02.2021;standardowy;ma³e pude³ko;korporacja;Justyna Terlecka;K02188;po³udniowy;œl¹skie;Toszek;44-180;Technologia;Akcesoria;SanDisk Cruzer 64 GB USB Flash Drive;435,84;12;0;130,752
5942;PL-2021-089000;niski;25.05.2021;28.05.2021;standardowy;opakowanie;korporacja;Krzysztof Grzywnowicz;K02484;wschodni;lubelskie;Tyszowce;22-630;Artyku³y biurowe;Sztuka;Newell 343;5,88;2;0;1,5876
5953;PL-2021-090980;nieokreœlony;21.04.2021;22.04.2021;kolejowy;paleta;biuro;Iwona Zibrowska;K01103;pó³nocny;pomorskie;S³upsk;76-200;Artyku³y biurowe;Papier;Xerox 207;20,736;4;0,2;7,2576
5954;PL-2021-090980;wysoki;21.04.2021;21.04.2021;ekspresowy;worek;biuro;Iwona Zibrowska;K01103;pó³nocny;pomorskie;S³upsk;76-200;Artyku³y biurowe;Sztuka;Sanford EarthWrite Recycled Pencils, Medium Soft, #2;10,5;5;0;2,94
5970;PL-2021-090698;œredni;05.09.2021;06.09.2021;standardowy;du¿e pude³ko;korporacja;Józef Wypijewski;K00430;pó³nocny;kujawsko-pomorskie;Koronowo;86-010;Artyku³y biurowe;Segregatory;Wilson Jones Custom Binder Spines & Labels;8,704;2;0,2;3,1552
5971;PL-2021-090698;œredni;05.09.2021;07.09.2021;standardowy;ma³e pude³ko;korporacja;Józef Wypijewski;K00430;pó³nocny;kujawsko-pomorskie;Koronowo;86-010;Artyku³y biurowe;Papier;Xerox 1897;19,92;4;0;9,7608
5974;PL-2021-086892;nieokreœlony;18.04.2021;20.04.2021;standardowy;œrednie pude³ko;biuro;Grzegorz Wêglowski;K02490;po³udniowy;œl¹skie;Rydu³towy;44-280;Artyku³y biurowe;Urz¹dzenia;Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection;414,96;2;0;124,488
5975;PL-2021-091369;nieokreœlony;24.09.2021;26.09.2021;standardowy;ma³e pude³ko;biuro;Andrzej Sudnikowicz;K00649;pó³nocno-zachodni;wielkopolskie;Go³añcz;62-130;Artyku³y biurowe;Magazynowanie;Fellowes Econo/Stor Drawers;387,72;5;0,2;-67,851
5984;PL-2021-087793;œredni;15.07.2021;17.07.2021;ekspresowy;ma³e pude³ko;osoba fizyczna;Karina Królicka;K02447;pó³nocno-zachodni;wielkopolskie;Witkowo;62-230;Artyku³y biurowe;Papier;Xerox 1927;20,544;6;0,2;6,42
5987;PL-2021-091124;wysoki;12.01.2021;14.01.2021;standardowy;œrednie pude³ko;korporacja;Piotr Sterczyñski;K02391;pó³nocno-zachodni;lubuskie;Zabór;66-003;Artyku³y biurowe;Magazynowanie;Rogers Deluxe File Chest;87,92;4;0;0,8792
5994;PL-2021-090065;nieokreœlony;11.10.2021;20.10.2021;ekspresowy;ma³e pude³ko;osoba fizyczna;Janusz Musia³;K00514;wschodni;podlaskie;Baka³arzewo;16-400;Artyku³y biurowe;Magazynowanie;Acco Perma 4000 Stacking Storage Drawers;64,96;5;0,2;-4,06
5996;PL-2021-089710;niski;19.12.2021;20.12.2021;ekspresowy;ma³e pude³ko;biuro;Marian Kalicki;K01637;po³udniowy;œl¹skie;Wodzis³aw Œl¹ski;44-286;Meble;Krzes³a;Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal;458,43;5;0,3;-137,529
5997;PL-2021-089710;wysoki;19.12.2021;21.12.2021;ekspresowy;opakowanie;biuro;Marian Kalicki;K01637;po³udniowy;œl¹skie;Wodzis³aw Œl¹ski;44-286;Artyku³y biurowe;Urz¹dzenia;Belkin 325VA UPS Surge Protector, 6';387,136;4;0,2;24,196
5998;PL-2021-089710;niski;19.12.2021;21.12.2021;standardowy;œrednie pude³ko;biuro;Marian Kalicki;K01637;po³udniowy;œl¹skie;Wodzis³aw Œl¹ski;44-286;Meble;Sto³y;Lesro Round Back Collection Coffee Table, End Table;328,59;3;0,4;-147,8655
6005;PL-2021-088935;krytyczny;23.07.2021;25.07.2021;standardowy;ma³e pude³ko;korporacja;Eugeniusz Rokosz;K00381;po³udniowo-zachodni;dolnoœl¹skie;Wo³ów;56-100;Meble;Umeblowanie;C-Line Magnetic Cubicle Keepers, Clear Polypropylene;19,76;4;0;8,2992
6007;PL-2021-087762;wysoki;18.11.2021;25.11.2021;standardowy;du¿e pude³ko;korporacja;Katarzyna £uczak;K01980;po³udniowo-zachodni;dolnoœl¹skie;Jelcz-Laskowice;55-220;Technologia;Telefony;Plantronics MX500i Earset;128,85;3;0;3,8655
6008;PL-2021-087762;wysoki;18.11.2021;20.11.2021;standardowy;du¿e pude³ko;korporacja;Katarzyna £uczak;K01980;po³udniowo-zachodni;dolnoœl¹skie;Jelcz-Laskowice;55-220;Meble;Umeblowanie;Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting;127,95;3;0;21,7515
6009;PL-2021-087762;krytyczny;18.11.2021;22.11.2021;standardowy;ma³e pude³ko;korporacja;Katarzyna £uczak;K01980;po³udniowo-zachodni;dolnoœl¹skie;Jelcz-Laskowice;55-220;Artyku³y biurowe;Papier;Xerox 1929;68,52;3;0;31,5192
6020;PL-2021-087958;wysoki;05.05.2021;07.05.2021;ekspresowy;worek;osoba fizyczna;Zbigniew Gutowski;K00638;po³udniowo-zachodni;dolnoœl¹skie;Podgórzyn;58-562;Artyku³y biurowe;Urz¹dzenia;Belkin F5C206VTEL 6 Outlet Surge;91,92;5;0,2;11,49
6021;PL-2021-087958;wysoki;05.05.2021;06.05.2021;standardowy;ma³e pude³ko;osoba fizyczna;Zbigniew Gutowski;K00638;po³udniowo-zachodni;dolnoœl¹skie;Podgórzyn;58-562;Artyku³y biurowe;Urz¹dzenia;Staple holder;17,34;2;0;4,6818
6028;PL-2021-090635;niski;08.06.2021;17.06.2021;standardowy;opakowanie;korporacja;Monika Kiper;K01891;po³udniowy;ma³opolskie;Nowy Wiœnicz;32-720;Technologia;Telefony;invisibleSHIELD by ZAGG Smudge-Free Screen Protector;71,96;5;0,2;25,186
6042;PL-2021-090282;wysoki;06.12.2021;06.12.2021;standardowy;opakowanie;korporacja;Marian Wyszyñski;K01587;centralny;³ódzkie;Kleszczów;97-410;Technologia;Maszyny;Socket Bluetooth Cordless Hand Scanner (CHS);506,28;3;0,2;177,198
6043;PL-2021-090282;krytyczny;06.12.2021;08.12.2021;standardowy;opakowanie;korporacja;Marian Wyszyñski;K01587;centralny;³ódzkie;Kleszczów;97-410;Meble;Umeblowanie;Nu-Dell Float Frame 11 x 14 1/2;14,368;2;0,2;3,9512
6061;PL-2021-090004;nieokreœlony;29.05.2021;30.05.2021;standardowy;ma³e pude³ko;biuro;Halina Gnaciñska;K01990;pó³nocny;kujawsko-pomorskie;Drzycim;86-140;Artyku³y biurowe;Magazynowanie;Steel Personal Filing/Posting Tote;142,04;4;0;38,3508
6062;PL-2021-090004;œredni;29.05.2021;31.05.2021;standardowy;worek;biuro;Halina Gnaciñska;K01990;pó³nocny;kujawsko-pomorskie;Drzycim;86-140;Artyku³y biurowe;Sztuka;Faber Castell Col-Erase Pencils;14,67;3;0;6,0147
6063;PL-2021-090004;krytyczny;29.05.2021;31.05.2021;standardowy;œrednie pude³ko;biuro;Halina Gnaciñska;K01990;pó³nocny;kujawsko-pomorskie;Drzycim;86-140;Technologia;Kopiarki;Brother DCP1000 Digital 3 in 1 Multifunction Machine;1199,96;5;0,2;224,9925
6074;PL-2021-087867;krytyczny;08.05.2021;13.05.2021;ekspresowy;ma³e pude³ko;biuro;Dariusz Sarnes;K02112;wschodni;œwiêtokrzyskie;Zawichost;27-630;Artyku³y biurowe;Zaopatrzenie;Staple remover;5,888;2;0,2;-1,3248
6079;PL-2021-085854;nieokreœlony;24.05.2021;25.05.2021;standardowy;ma³e pude³ko;korporacja;Daniel Stawicki;K03146;wschodni;podkarpackie;Miejsce Piastowe;38-430;Artyku³y biurowe;Zaopatrzenie;Acme Value Line Scissors;10,95;3;0;3,285
6080;PL-2021-090297;œredni;12.01.2021;14.01.2021;standardowy;du¿e pude³ko;osoba fizyczna;Renata Breyer;K03261;centralny;mazowieckie;Pacyna;09-541;Meble;Umeblowanie;"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock";191,82;3;0;61,3824
6083;PL-2021-091117;niski;07.02.2021;08.02.2021;standardowy;ma³e pude³ko;ma³a firma;Andrzej Rogowski;K01466;centralny;mazowieckie;Klwów;26-414;Artyku³y biurowe;Segregatory;Wilson Jones Impact Binders;6,216;6;0,8;-9,6348
6084;PL-2021-091117;krytyczny;07.02.2021;07.02.2021;standardowy;ma³e pude³ko;ma³a firma;Andrzej Rogowski;K01466;centralny;mazowieckie;Klwów;26-414;Artyku³y biurowe;Sztuka;Newell 348;23,616;9;0,2;2,6568
6086;PL-2021-091580;nieokreœlony;14.12.2021;15.12.2021;ekspresowy;ma³e pude³ko;biuro;Bogus³awa Marchewka;K02171;po³udniowo-zachodni;dolnoœl¹skie;Radwanice;59-160;Artyku³y biurowe;Etykiety;Avery 494;2,088;1;0,2;0,6786
6087;PL-2021-091580;wysoki;14.12.2021;16.12.2021;standardowy;opakowanie;biuro;Dorota Kwiatkowska;K02172;po³udniowo-zachodni;dolnoœl¹skie;Piechowice;58-573;Artyku³y biurowe;Segregatory;Accohide Poly Flexible Ring Binders;4,488;6;0,8;-6,732
6088;PL-2021-091395;wysoki;23.10.2021;24.10.2021;kolejowy;wielkie pud³o;korporacja;Monika Broker;K03006;centralny;³ódzkie;Sulejów;97-330;Meble;Umeblowanie;Staple-based wall hangings;29,22;3;0;12,8568
6093;PL-2021-087838;niski;20.12.2021;25.12.2021;kolejowy;paleta;korporacja;Marek Cebula;K02666;po³udniowy;œl¹skie;Lubomia;44-360;Artyku³y biurowe;Papier;"TOPS ""Important Message"" Pads, Canary, 4-1/4 x 5-1/2, 50 Sheets per Pad";38,52;9;0;18,1044
6094;PL-2021-087838;wysoki;20.12.2021;24.12.2021;standardowy;ma³e pude³ko;korporacja;Marek Cebula;K02666;po³udniowy;œl¹skie;Lubomia;44-360;Technologia;Akcesoria;SanDisk Cruzer 64 GB USB Flash Drive;72,64;2;0;21,792
6095;PL-2021-087838;niski;20.12.2021;24.12.2021;standardowy;worek;korporacja;Marek Cebula;K02666;po³udniowy;œl¹skie;Lubomia;44-360;Artyku³y biurowe;Magazynowanie;SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h;45,4;4;0;12,712
6099;PL-2021-089741;niski;12.01.2021;17.01.2021;standardowy;ma³e pude³ko;ma³a firma;Bogus³awa Wojdy³a;K00686;pó³nocny;kujawsko-pomorskie;¯nin;88-400;Artyku³y biurowe;£¹czniki;Advantus Push Pins;4,36;2;0;1,7876
6100;PL-2021-089741;nieokreœlony;12.01.2021;14.01.2021;standardowy;ma³e pude³ko;ma³a firma;Bogus³awa Wojdy³a;K00686;pó³nocny;kujawsko-pomorskie;¯nin;88-400;Meble;Krzes³a;Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs;2888,127;11;0,1;609,7157
6101;PL-2021-089741;krytyczny;12.01.2021;17.01.2021;standardowy;ma³e pude³ko;ma³a firma;Bogus³awa Wojdy³a;K00686;pó³nocny;kujawsko-pomorskie;¯nin;88-400;Technologia;Telefony;Apple iPhone 5;1299,66;2;0;350,9082
6102;PL-2021-086504;niski;20.12.2021;22.12.2021;standardowy;worek;ma³a firma;Barbara Juraszka;K01908;centralny;mazowieckie;G¹bin;09-530;Meble;Krzes³a;Global Troy Executive Leather Low-Back Tilter;2254,41;5;0,1;375,735
6103;PL-2021-089992;wysoki;13.12.2021;15.12.2021;standardowy;du¿e pude³ko;osoba fizyczna;Andrzej Kolada;K03102;pó³nocno-zachodni;wielkopolskie;Golina;63-200;Technologia;Telefony;Plantronics Cordless Phone Headset with In-line Volume - M214C;104,85;3;0;28,3095
6104;PL-2021-089992;nieokreœlony;13.12.2021;15.12.2021;standardowy;ma³e pude³ko;osoba fizyczna;Andrzej Kolada;K03102;pó³nocno-zachodni;wielkopolskie;Golina;63-200;Technologia;Akcesoria;Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired;59,97;3;0;20,3898
6105;PL-2021-089992;wysoki;13.12.2021;13.12.2021;standardowy;opakowanie;osoba fizyczna;Andrzej Kolada;K03102;pó³nocno-zachodni;wielkopolskie;Golina;63-200;Meble;Sto³y;Bevis Boat-Shaped Conference Table;314,532;2;0,4;-83,8752
6111;PL-2021-089889;nieokreœlony;22.10.2021;25.10.2021;standardowy;worek;korporacja;Eugeniusz Mroczkowski;K01654;wschodni;lubelskie;£uków;21-400;Meble;Krzes³a;Global Leather and Oak Executive Chair, Black;1474,802;7;0,3;-21,0686
6117;PL-2021-088365;niski;23.03.2021;25.03.2021;standardowy;ma³e pude³ko;ma³a firma;Marta Gabryœ;K00182;wschodni;podkarpackie;Rakszawa;37-111;Technologia;Telefony;Xiaomi Mi3;2279,96;4;0;592,7896
6118;PL-2021-088961;niski;26.05.2021;02.06.2021;standardowy;opakowanie;biuro;Inga Szampanti;K02725;pó³nocno-zachodni;wielkopolskie;Turek;62-700;Artyku³y biurowe;Etykiety;Avery 499;14,94;3;0;6,8724
6119;PL-2021-088961;wysoki;26.05.2021;02.06.2021;standardowy;ma³e pude³ko;biuro;Inga Szampanti;K02725;pó³nocno-zachodni;wielkopolskie;Turek;62-700;Technologia;Telefony;Mophie Juice Pack Helium for iPhone;191,976;3;0,2;19,1976
6127;PL-2021-086941;nieokreœlony;05.09.2021;07.09.2021;standardowy;ma³e pude³ko;biuro;Roman Gi³ka;K02019;pó³nocno-zachodni;wielkopolskie;Poznañ;60-685;Artyku³y biurowe;Segregatory;UniKeep View Case Binders;3,912;1;0,2;1,2714
6128;PL-2021-086941;œredni;05.09.2021;07.09.2021;ekspresowy;worek;biuro;Roman Gi³ka;K02019;pó³nocno-zachodni;wielkopolskie;Poznañ;60-685;Meble;Krzes³a;Global Value Steno Chair, Gray;327,996;6;0,1;54,666
6146;PL-2021-091274;krytyczny;23.11.2021;25.11.2021;standardowy;ma³e pude³ko;biuro;Piotr Skrodzki;K00614;pó³nocny;pomorskie;Gniew;83-140;Artyku³y biurowe;Sztuka;Newell 332;11,76;4;0;3,1752
6147;PL-2021-085942;krytyczny;19.08.2021;20.08.2021;ekspresowy;ma³e pude³ko;osoba fizyczna;Bernard Kowalski;K01185;pó³nocno-zachodni;lubuskie;I³owa;68-120;Artyku³y biurowe;Sztuka;Newell 332;11,76;4;0;3,1752
6186;PL-2021-089823;krytyczny;07.05.2021;09.05.2021;kolejowy;paleta;osoba fizyczna;Tomasz Przygudzki;K01956;pó³nocny;kujawsko-pomorskie;Obrowo;87-126;Artyku³y biurowe;Sztuka;Stanley Contemporary Battery Pencil Sharpeners;106,8;10;0,2;10,68
6191;PL-2021-087769;nieokreœlony;05.10.2021;07.10.2021;standardowy;ma³e pude³ko;osoba fizyczna;Józef Berdzik;K01146;centralny;mazowieckie;Wodynie;08-117;Meble;Umeblowanie;Luxo Adjustable Task Clamp Lamp;799,56;9;0;207,8856
6197;PL-2021-088625;wysoki;22.12.2021;24.12.2021;standardowy;ma³e pude³ko;ma³a firma;Marzenna Zaj¹czkowska;K02966;po³udniowo-zachodni;dolnoœl¹skie;Jelenia Góra;58-560;Artyku³y biurowe;Magazynowanie;Acco Perma 2700 Stacking Storage Drawers;71,376;3;0,2;-4,461
6198;PL-2021-088625;nieokreœlony;22.12.2021;23.12.2021;standardowy;ma³e pude³ko;ma³a firma;Marzenna Zaj¹czkowska;K02966;po³udniowo-zachodni;dolnoœl¹skie;Jelenia Góra;58-560;Artyku³y biurowe;Papier;"Black Print Carbonless Snap-Off Rapid Letter, 8 1/2"" x 7""";63,77;7;0;28,6965
6203;PL-2021-087010;niski;04.05.2021;05.05.2021;standardowy;ma³e pude³ko;korporacja;Artur Kuœwik;K01304;centralny;mazowieckie;Koby³ka;05-230;Meble;Krzes³a;Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back;563,92;5;0,2;7,049
6204;PL-2021-090225;krytyczny;01.05.2021;02.05.2021;kolejowy;paleta;osoba fizyczna;Jolanta Zieliñska;K02927;wschodni;lubelskie;Józefów nad Wis³¹;24-340;Technologia;Telefony;Panasonic KX TS208W Corded phone;235,152;8;0,4;-47,0304
