Nr wiersza;Nr zamówienia;Priorytet zamówienia;Data zamówienia;Data wysy³ki;Rodzaj transportu;Rodzaj opakowania;Segment rynku;Klient;Nr klienta;Region;Województwo;Miasto;Kod pocztowy;Kategoria produktu;Podkategoria produktu;Nazwa produktu;Sprzeda¿;Iloœæ;Rabat procentowy;Zysk
5169;PL-2019-088824;œredni;23.03.2019;25.03.2019;standardowy;ma³e pude³ko;osoba fizyczna;Dorota Banach;K03258;po³udniowy;œl¹skie;Kozieg³owy;42-350;Artyku³y biurowe;Magazynowanie;Acco Perma 3000 Stacking Storage Drawers;62,94;3;0;11,9586
5170;PL-2019-089993;krytyczny;06.02.2019;08.02.2019;standardowy;ma³e pude³ko;osoba fizyczna;Renata Paw³owska;K01363;centralny;mazowieckie;Dzierzgowo;06-520;Artyku³y biurowe;Magazynowanie;Hot File 7-Pocket, Floor Stand;535,41;3;0;160,623
5171;PL-2019-089993;œredni;06.02.2019;08.02.2019;standardowy;worek;osoba fizyczna;Renata Paw³owska;K01363;centralny;mazowieckie;Dzierzgowo;06-520;Meble;Krzes³a;HON 5400 Series Task Chairs for Big and Tall;3504,9;5;0;700,98
5181;PL-2019-090752;nieokreœlony;23.04.2019;23.04.2019;ekspresowy;ma³e pude³ko;korporacja;Danuta Topa;K03283;pó³nocny;pomorskie;Kocza³a;77-220;Artyku³y biurowe;Urz¹dzenia;3M Replacement Filter for Office Air Cleaner for 20' x 33' Room;75,84;2;0;29,5776
5201;PL-2019-087316;niski;23.01.2019;24.01.2019;standardowy;ma³e pude³ko;korporacja;Tadeusz Biliñski;K02855;centralny;mazowieckie;Boguty-Pianki;07-325;Technologia;Telefony;Polycom VVX 310 VoIP phone;431,976;3;0,2;32,3982
5202;PL-2019-087316;œredni;23.01.2019;24.01.2019;standardowy;du¿e pude³ko;korporacja;Tadeusz Biliñski;K02855;centralny;mazowieckie;Boguty-Pianki;07-325;Technologia;Akcesoria;Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 1/Pack;41,72;7;0,2;5,7365
5212;PL-2019-088722;wysoki;21.12.2019;21.12.2019;ekspresowy;opakowanie;ma³a firma;Rafa³ Wasiszek;K02323;pó³nocno-zachodni;wielkopolskie;Mi³os³aw;62-320;Artyku³y biurowe;Magazynowanie;Portable Personal File Box;36,63;3;0;9,8901
5217;PL-2019-090236;krytyczny;07.02.2019;08.02.2019;kolejowy;paleta;ma³a firma;Marlena Laskowska;K00234;po³udniowo-zachodni;dolnoœl¹skie;Kobierzyce;55-040;Artyku³y biurowe;Koperty;"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes";17,48;2;0;8,2156
5218;PL-2019-088942;nieokreœlony;07.12.2019;12.12.2019;standardowy;ma³e pude³ko;biuro;Artur Litwin;K00269;centralny;mazowieckie;Ostro³êka;07-410;Artyku³y biurowe;Papier;Xerox 1883;79,14;3;0;36,4044
5219;PL-2019-088942;nieokreœlony;07.12.2019;14.12.2019;standardowy;œrednie pude³ko;biuro;Artur Litwin;K00269;centralny;mazowieckie;Ostro³êka;07-410;Artyku³y biurowe;Sztuka;Prang Dustless Chalk Sticks;8,4;5;0;4,2
5220;PL-2019-088942;wysoki;07.12.2019;09.12.2019;standardowy;ma³e pude³ko;biuro;Artur Litwin;K00269;centralny;mazowieckie;Ostro³êka;07-410;Meble;Krzes³a;Harbour Creations 67200 Series Stacking Chairs;498,26;7;0;134,5302
5228;PL-2019-087175;niski;19.05.2019;21.05.2019;standardowy;worek;biuro;Edwarda Dziwik;K00092;po³udniowy;ma³opolskie;Rzepiennik Strzy¿ewski;33-163;Meble;Rega³y;O'Sullivan Living Dimensions 5-Shelf Bookcases;353,568;2;0,2;-44,196
5229;PL-2019-087175;krytyczny;19.05.2019;20.05.2019;standardowy;ma³e pude³ko;biuro;Edwarda Dziwik;K00092;po³udniowy;ma³opolskie;Rzepiennik Strzy¿ewski;33-163;Artyku³y biurowe;Papier;Xerox 1893;81,98;2;0;40,1702
5230;PL-2019-087175;wysoki;19.05.2019;20.05.2019;standardowy;worek;biuro;Agnieszka Jakubik;K00091;pó³nocno-zachodni;zachodniopomorskie;Goleniów;72-100;Artyku³y biurowe;Segregatory;SpineVue Locking Slant-D Ring Binders by Cardinal;14,624;2;0,2;5,1184
5243;PL-2019-088329;wysoki;12.06.2019;12.06.2019;standardowy;opakowanie;ma³a firma;Jowita Pawlak;K03243;po³udniowo-zachodni;dolnoœl¹skie;Sobótka;55-050;Artyku³y biurowe;Segregatory;Avery Durable Poly Binders;3,318;3;0,8;-5,6406
5256;PL-2019-085966;nieokreœlony;04.12.2019;04.12.2019;ekspresowy;ma³e pude³ko;biuro;Marika Nowak;K00210;po³udniowy;ma³opolskie;Biecz;38-340;Meble;Umeblowanie;36X48 HARDFLOOR CHAIRMAT;33,568;2;0,2;-5,4548
5257;PL-2019-085966;nieokreœlony;04.12.2019;04.12.2019;standardowy;ma³e pude³ko;biuro;Marika Nowak;K00210;po³udniowy;ma³opolskie;Biecz;38-340;Artyku³y biurowe;Papier;Xerox 1954;10,56;2;0;4,752
5258;PL-2019-085966;krytyczny;04.12.2019;05.12.2019;standardowy;worek;biuro;Marika Nowak;K00210;po³udniowy;ma³opolskie;Biecz;38-340;Artyku³y biurowe;Papier;Xerox 1905;38,88;6;0;18,6624
5259;PL-2019-085966;krytyczny;04.12.2019;05.12.2019;standardowy;opakowanie;biuro;Robert Stankiewicz;K00211;wschodni;podkarpackie;Brzozów;36-200;Artyku³y biurowe;Papier;"Wirebound Message Books, 2 7/8"" x 5"", 3 Forms per Page";35,2;5;0;16,544
5263;PL-2019-086124;niski;15.05.2019;17.05.2019;standardowy;ma³e pude³ko;korporacja;Roksana Herman;K01085;wschodni;œwiêtokrzyskie;Pacanów;28-133;Meble;Sto³y;Riverside Furniture Oval Coffee Table, Oval End Table, End Table with Drawer;200,795;1;0,3;-22,948
5264;PL-2019-086124;krytyczny;15.05.2019;16.05.2019;standardowy;worek;korporacja;Roksana Herman;K01085;wschodni;œwiêtokrzyskie;Pacanów;28-133;Technologia;Akcesoria;Belkin Standard 104 key USB Keyboard;46,688;4;0,2;-2,918
5269;PL-2019-086548;wysoki;02.12.2019;06.12.2019;standardowy;worek;korporacja;Agnieszka Szmyt;K02980;pó³nocny;pomorskie;Sadlinki;82-522;Technologia;Maszyny;Hewlett-Packard 300S Scientific Calculator;52,44;4;0;24,1224
5276;PL-2019-091555;œredni;07.04.2019;08.04.2019;standardowy;ma³e pude³ko;biuro;Jacek Ogrodziñski;K01247;pó³nocny;warmiñsko-mazurskie;Dubeninki;19-504;Technologia;Akcesoria;Microsoft Sculpt Comfort Mouse;159,8;4;0;70,312
5277;PL-2019-091555;wysoki;07.04.2019;09.04.2019;standardowy;opakowanie;biuro;Jacek Ogrodziñski;K01247;pó³nocny;warmiñsko-mazurskie;Dubeninki;19-504;Technologia;Akcesoria;Kingston Digital DataTraveler 16GB USB 2.0;44,75;5;0;8,5025
5279;PL-2019-087003;krytyczny;21.02.2019;23.02.2019;standardowy;opakowanie;osoba fizyczna;Teresa Kwiatkowska;K01303;centralny;mazowieckie;Huszlew;08-206;Artyku³y biurowe;Papier;Xerox 1909;105,52;4;0;48,5392
5295;PL-2019-090871;krytyczny;25.02.2019;27.02.2019;standardowy;ma³e pude³ko;korporacja;Eugeniusz Bieliñski;K02865;centralny;mazowieckie;Stara Bia³a;09-411;Artyku³y biurowe;Etykiety;Avery 495;50,4;8;0;23,184
5296;PL-2019-090871;krytyczny;25.02.2019;26.02.2019;standardowy;ma³e pude³ko;korporacja;Eugeniusz Bieliñski;K02865;centralny;mazowieckie;Stara Bia³a;09-411;Artyku³y biurowe;Papier;Xerox 1934;89,568;2;0,2;32,4684
5299;PL-2019-016676;niski;21.03.2019;21.03.2019;standardowy;œrednie pude³ko;osoba fizyczna;El¿bieta Szablewska;K02882;pó³nocny;kujawsko-pomorskie;Toruñ;87-103;Artyku³y biurowe;Koperty;Poly String Tie Envelopes;4,08;2;0;1,9176
5300;PL-2019-087979;œredni;02.07.2019;03.07.2019;standardowy;worek;osoba fizyczna;Jan Klimaszewski;K00702;centralny;mazowieckie;Sochaczew;96-503;Artyku³y biurowe;Etykiety;Avery 51;18,9;3;0;8,694
5301;PL-2019-087979;wysoki;02.07.2019;03.07.2019;standardowy;worek;osoba fizyczna;Jan Klimaszewski;K00702;centralny;mazowieckie;Sochaczew;96-503;Meble;Sto³y;Hon Rectangular Conference Tables;2275,5;10;0;386,835
5302;PL-2019-087979;nieokreœlony;02.07.2019;05.07.2019;standardowy;ma³e pude³ko;osoba fizyczna;Jan Klimaszewski;K00702;centralny;mazowieckie;Sochaczew;96-503;Technologia;Akcesoria;Plantronics CS510 - Over-the-Head monaural Wireless Headset System;1979,7;6;0;653,301
5307;PL-2019-088487;œredni;25.12.2019;27.12.2019;standardowy;du¿e pude³ko;korporacja;Magdalena Drogomirecka;K01548;centralny;mazowieckie;Mogielnica;05-640;Artyku³y biurowe;Magazynowanie;Recycled Data-Pak for Archival Bound Computer Printouts, 12-1/2 x 12-1/2 x 16;296,37;3;0;80,0199
5311;PL-2019-087374;niski;27.06.2019;27.06.2019;kolejowy;wielkie pud³o;ma³a firma;Zdzis³awa Graczyk;K02903;pó³nocno-zachodni;lubuskie;Trzciel;66-320;Artyku³y biurowe;Segregatory;Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind;1525,188;6;0,8;-2287,782
5313;PL-2019-088083;wysoki;13.04.2019;15.04.2019;standardowy;ma³e pude³ko;ma³a firma;Kinga Witkowska;K00445;po³udniowo-zachodni;dolnoœl¹skie;Lewin K³odzki;57-343;Artyku³y biurowe;Zaopatrzenie;"Acme 10"" Easy Grip Assistive Scissors";28,048;2;0,2;3,506
5314;PL-2019-091366;niski;01.12.2019;02.12.2019;standardowy;worek;biuro;Andrzej Sudnikowicz;K00649;pó³nocno-zachodni;wielkopolskie;Go³añcz;62-130;Meble;Umeblowanie;"Seth Thomas 16"" Steel Case Clock";64,96;2;0;21,4368
5321;PL-2019-086466;niski;10.10.2019;12.10.2019;standardowy;ma³e pude³ko;osoba fizyczna;Mariola Figurska;K02561;pó³nocno-zachodni;zachodniopomorskie;Golczewo;72-410;Meble;Sto³y;Chromcraft Bull-Nose Wood Oval Conference Tables & Bases;2314,116;7;0,4;-1002,7836
5322;PL-2019-086466;niski;10.10.2019;10.10.2019;standardowy;opakowanie;osoba fizyczna;Mariola Figurska;K02561;pó³nocno-zachodni;zachodniopomorskie;Golczewo;72-410;Artyku³y biurowe;Segregatory;Lock-Up Easel 'Spel-Binder';34,236;4;0,7;-26,2476
5341;PL-2019-088838;krytyczny;22.10.2019;24.10.2019;standardowy;ma³e pude³ko;biuro;Micha³ Hypki;K03380;wschodni;lubelskie;Kraœniczyn;22-310;Technologia;Akcesoria;AmazonBasics 3-Button USB Wired Mouse;13,98;2;0;6,0114
5342;PL-2019-088838;œredni;22.10.2019;23.10.2019;standardowy;du¿e pude³ko;biuro;Micha³ Hypki;K03380;wschodni;lubelskie;Kraœniczyn;22-310;Technologia;Akcesoria;Logitech VX Revolution Cordless Laser Mouse for Notebooks (Black);899,95;5;0;53,997
5343;PL-2019-088838;œredni;22.10.2019;23.10.2019;standardowy;ma³e pude³ko;biuro;Micha³ Hypki;K03380;wschodni;lubelskie;Kraœniczyn;22-310;Artyku³y biurowe;Koperty;Poly String Tie Envelopes;1,632;1;0,2;0,5508
5348;PL-2019-089789;nieokreœlony;07.09.2019;09.09.2019;ekspresowy;du¿e pude³ko;korporacja;Jan Lewicki;K03048;wschodni;podlaskie;Grajewo;19-200;Artyku³y biurowe;Segregatory;Pressboard Data Binders by Wilson Jones;8,544;2;0,2;2,8836
5350;PL-2019-088746;niski;05.11.2019;07.11.2019;standardowy;ma³e pude³ko;korporacja;El¿bieta Motyl;K03386;po³udniowy;ma³opolskie;Czorsztyn;34-436;Artyku³y biurowe;Papier;Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book;39,9;5;0;19,95
5351;PL-2019-088746;œredni;05.11.2019;08.11.2019;ekspresowy;opakowanie;korporacja;El¿bieta Motyl;K03386;po³udniowy;ma³opolskie;Czorsztyn;34-436;Artyku³y biurowe;Papier;Xerox 1884;143,856;9;0,2;48,5514
5358;PL-2019-087795;œredni;09.07.2019;14.07.2019;standardowy;ma³e pude³ko;biuro;Janusz Ziêtkiewicz;K03303;pó³nocno-zachodni;wielkopolskie;Obrzycko;64-520;Technologia;Akcesoria;Logitech Desktop MK120 Mouse and keyboard Combo;16,36;1;0;1,636
5361;PL-2019-089327;niski;24.12.2019;26.12.2019;ekspresowy;œrednie pude³ko;ma³a firma;Józefa Jasielska;K00522;centralny;mazowieckie;Kuczbork-Osada;09-310;Meble;Rega³y;Sauder Cornerstone Collection Library;198,272;8;0,2;-32,2192
5362;PL-2019-089327;œredni;24.12.2019;26.12.2019;standardowy;worek;ma³a firma;Józefa Jasielska;K00522;centralny;mazowieckie;Kuczbork-Osada;09-310;Artyku³y biurowe;Magazynowanie;Standard Rollaway File with Lock;720,76;5;0,2;54,057
5363;PL-2019-089327;krytyczny;24.12.2019;25.12.2019;kolejowy;wielkie pud³o;ma³a firma;Józefa Jasielska;K00522;centralny;mazowieckie;Kuczbork-Osada;09-310;Meble;Umeblowanie;"Executive Impressions 10"" Spectator Wall Clock";70,56;6;0;23,9904
5364;PL-2019-087178;wysoki;09.12.2019;11.12.2019;ekspresowy;opakowanie;korporacja;Edwarda Dziwik;K00092;po³udniowy;ma³opolskie;Rzepiennik Strzy¿ewski;33-163;Artyku³y biurowe;Urz¹dzenia;Belkin 8 Outlet Surge Protector;81,96;2;0;22,9488
5370;PL-2019-090910;niski;14.12.2019;15.12.2019;kolejowy;paleta;korporacja;Rafa³ Skrêtowicz;K00550;pó³nocno-zachodni;wielkopolskie;Ceków-Kolonia;62-834;Artyku³y biurowe;Papier;Xerox 1906;85,056;3;0,2;28,7064
5371;PL-2019-090910;œredni;14.12.2019;15.12.2019;ekspresowy;ma³e pude³ko;korporacja;Rafa³ Skrêtowicz;K00550;pó³nocno-zachodni;wielkopolskie;Ceków-Kolonia;62-834;Meble;Umeblowanie;3M Polarizing Task Lamp with Clamp Arm, Light Gray;273,96;2;0;71,2296
5372;PL-2019-090753;krytyczny;12.11.2019;13.11.2019;standardowy;opakowanie;korporacja;Danuta Topa;K03283;pó³nocny;pomorskie;Kocza³a;77-220;Meble;Umeblowanie;Luxo Professional Combination Clamp-On Lamps;306,9;3;0;79,794
5374;PL-2019-087317;nieokreœlony;12.03.2019;16.03.2019;standardowy;du¿e pude³ko;osoba fizyczna;Tadeusz Biliñski;K02855;centralny;mazowieckie;Boguty-Pianki;07-325;Meble;Sto³y;KI Conference Tables;347,361;7;0,3;-69,4722
5399;PL-2019-091263;krytyczny;20.09.2019;21.09.2019;standardowy;ma³e pude³ko;osoba fizyczna;Katarzyna Ziemann;K01894;pó³nocny;pomorskie;Miastko;77-200;Artyku³y biurowe;Segregatory;Recycled Pressboard Report Cover with Reinforced Top Hinge;2,907;3;0,7;-2,0349
5400;PL-2019-088280;nieokreœlony;30.08.2019;31.08.2019;standardowy;œrednie pude³ko;korporacja;Janusz Dymidów;K02861;centralny;mazowieckie;Liw;07-100;Meble;Rega³y;Bush Somerset Collection Bookcase;556,665;5;0,15;6,549
5410;PL-2019-091297;niski;06.08.2019;08.08.2019;standardowy;ma³e pude³ko;ma³a firma;Edyta Waracka;K03351;po³udniowy;ma³opolskie;Sucha Beskidzka;34-200;Artyku³y biurowe;Segregatory;Vinyl Sectional Post Binders;90,48;3;0,2;33,93
5411;PL-2019-087569;wysoki;15.06.2019;18.06.2019;standardowy;ma³e pude³ko;biuro;Izydor Palka;K02143;pó³nocny;pomorskie;Kosakowo;81-198;Artyku³y biurowe;Magazynowanie;SAFCO Mobile Desk Side File, Wire Frame;42,76;1;0;11,1176
5422;PL-2019-091261;œredni;26.02.2019;27.02.2019;kolejowy;paleta;biuro;Katarzyna Ziemann;K01894;pó³nocny;pomorskie;Miastko;77-200;Technologia;Akcesoria;Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard;31,984;2;0,2;1,1994
5423;PL-2019-091261;krytyczny;26.02.2019;28.02.2019;standardowy;worek;biuro;Katarzyna Ziemann;K01894;pó³nocny;pomorskie;Miastko;77-200;Artyku³y biurowe;Segregatory;Acco Translucent Poly Ring Binders;11,232;3;0,2;3,9312
5427;PL-2019-087031;niski;10.07.2019;14.07.2019;standardowy;ma³e pude³ko;biuro;Urszula Pry³owska;K02508;wschodni;lubelskie;Borzechów;24-224;Meble;Umeblowanie;3M Polarizing Light Filter Sleeves;111,9;6;0;51,474
5429;PL-2019-088330;niski;03.10.2019;03.10.2019;standardowy;worek;ma³a firma;Dominik Tomczyk;K03246;centralny;³ódzkie;Sokolniki;98-420;Artyku³y biurowe;Magazynowanie;Tenex File Box, Personal Filing Tote with Lid, Black;46,53;3;0;12,0978
5434;PL-2019-091424;wysoki;10.03.2019;10.03.2019;standardowy;ma³e pude³ko;ma³a firma;Jacek Kalinowski;K02750;pó³nocno-zachodni;zachodniopomorskie;Ko³baskowo;72-001;Artyku³y biurowe;Sztuka;Newell 318;8,896;4;0,2;0,6672
5437;PL-2019-087946;wysoki;04.01.2019;11.01.2019;standardowy;ma³e pude³ko;korporacja;Joanna Dworaczyk;K00067;centralny;mazowieckie;Wêgrów;07-100;Meble;Umeblowanie;Advantus Panel Wall Certificate Holder - 8.5x11;19,52;2;0,2;5,368
5441;PL-2019-089202;nieokreœlony;22.07.2019;24.07.2019;ekspresowy;ma³e pude³ko;korporacja;Natalia Warcho³;K00032;pó³nocno-zachodni;wielkopolskie;¯erków;63-210;Artyku³y biurowe;Sztuka;DIXON Oriole Pencils;2,064;1;0,2;0,1548
5457;PL-2019-086284;nieokreœlony;11.07.2019;11.07.2019;standardowy;worek;korporacja;Andrzej Pêkalski;K03331;wschodni;lubelskie;W¹wolnica;08-504;Artyku³y biurowe;£¹czniki;Acco Glide Clips;19,6;5;0;9,604
5458;PL-2019-091389;nieokreœlony;10.12.2019;13.12.2019;ekspresowy;ma³e pude³ko;korporacja;Krzysztof Jab³oñski;K03005;centralny;³ódzkie;Goszczanów;98-215;Meble;Umeblowanie;Hand-Finished Solid Wood Document Frame;68,46;2;0;20,538
5460;PL-2019-086144;niski;17.01.2019;17.01.2019;standardowy;ma³e pude³ko;korporacja;Monika Kowalska;K01405;pó³nocno-zachodni;wielkopolskie;Wyrzysk;89-300;Meble;Sto³y;Bush Cubix Conference Tables, Fully Assembled;1478,272;8;0,2;92,392
5461;PL-2019-090624;niski;06.11.2019;06.11.2019;standardowy;ma³e pude³ko;biuro;Ma³gorzata Zaj¹czkowska;K02693;centralny;³ódzkie;Nieborów;99-416;Artyku³y biurowe;Magazynowanie;Tennsco Commercial Shelving;16,272;1;0,2;-3,8646
5462;PL-2019-090624;nieokreœlony;06.11.2019;08.11.2019;standardowy;ma³e pude³ko;biuro;Marian Sieradzki;K02689;pó³nocny;pomorskie;Cz³uchów;77-300;Meble;Umeblowanie;Longer-Life Soft White Bulbs;9,24;3;0;4,4352
5463;PL-2019-089176;niski;28.12.2019;29.12.2019;standardowy;ma³e pude³ko;ma³a firma;Ireneusz Bednarczyk;K02197;centralny;mazowieckie;Warszawa;00-536;Artyku³y biurowe;Segregatory;GBC Standard Recycled Report Covers, Clear Plastic Sheets;32,34;10;0,7;-23,716
5464;PL-2019-089176;krytyczny;28.12.2019;29.12.2019;standardowy;opakowanie;ma³a firma;Ireneusz Bednarczyk;K02197;centralny;mazowieckie;Warszawa;00-536;Artyku³y biurowe;Papier;TOPS Carbonless Receipt Book, Four 2-3/4 x 7-1/4 Money Receipts per Page;56,064;4;0,2;19,6224
5465;PL-2019-087057;krytyczny;16.08.2019;17.08.2019;standardowy;opakowanie;ma³a firma;Izabela Stec;K00306;centralny;mazowieckie;Magnuszew;26-910;Artyku³y biurowe;Koperty;Tyvek  Top-Opening Peel & Seel Envelopes, Plain White;108,72;5;0,2;36,693
5466;PL-2019-087057;niski;16.08.2019;18.08.2019;standardowy;worek;ma³a firma;Izabela Stec;K00306;centralny;mazowieckie;Magnuszew;26-910;Meble;Rega³y;O'Sullivan 4-Shelf Bookcase in Odessa Pine;181,47;5;0,7;-320,597
5475;PL-2019-088461;niski;10.11.2019;11.11.2019;standardowy;opakowanie;korporacja;Kazimierz B³aszczyk;K01080;pó³nocno-zachodni;zachodniopomorskie;Œwieszyno;75-016;Artyku³y biurowe;Magazynowanie;Tennsco Single-Tier Lockers;750,68;2;0;37,534
5476;PL-2019-090557;wysoki;26.03.2019;28.03.2019;standardowy;opakowanie;ma³a firma;Aneta Jakubów;K02308;po³udniowy;ma³opolskie;Lipinki;38-305;Artyku³y biurowe;Etykiety;Avery 490;44,4;3;0;22,2
5477;PL-2019-090557;nieokreœlony;26.03.2019;30.03.2019;standardowy;ma³e pude³ko;ma³a firma;Aneta Jakubów;K02308;po³udniowy;ma³opolskie;Lipinki;38-305;Artyku³y biurowe;Magazynowanie;Tenex Personal Self-Stacking Standard File Box, Black/Gray;84,55;5;0;22,8285
5480;PL-2019-088030;wysoki;24.07.2019;31.07.2019;standardowy;worek;biuro;Ryszard Smagie³;K02209;centralny;mazowieckie;Platerów;08-210;Artyku³y biurowe;Segregatory;Avery Hole Reinforcements;1,869;1;0,7;-1,3083
5485;PL-2019-088545;œredni;18.08.2019;20.08.2019;ekspresowy;ma³e pude³ko;korporacja;Tomasz Rofka;K03151;wschodni;podkarpackie;Zarzecze;36-040;Meble;Krzes³a;Office Star - Contemporary Task Swivel chair with 2-way adjustable arms, Plum;419,136;4;0,2;-68,1096
5487;PL-2019-087296;niski;01.04.2019;03.04.2019;standardowy;ma³e pude³ko;ma³a firma;Stanis³aw Wiœniewski;K03252;pó³nocny;pomorskie;Smo³dzino;76-214;Artyku³y biurowe;Segregatory;Avery Non-Stick Binders;3,592;4;0,8;-6,286
5492;PL-2019-090303;œredni;24.12.2019;26.12.2019;standardowy;ma³e pude³ko;korporacja;Eugeniusz Grochowski;K01511;pó³nocno-zachodni;lubuskie;Strzelce Krajeñskie;66-500;Artyku³y biurowe;Magazynowanie;SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h;18,16;2;0,2;1,816
5501;PL-2019-090551;niski;01.12.2019;01.12.2019;standardowy;ma³e pude³ko;biuro;Iwona Filipczak;K02671;pó³nocno-zachodni;zachodniopomorskie;Miros³awiec;78-600;Meble;Krzes³a;Hon Mobius Operator's Chair;664,146;6;0,1;88,5528
5505;PL-2019-088975;krytyczny;10.09.2019;12.09.2019;standardowy;worek;korporacja;Jerzy Krygier;K02770;pó³nocny;warmiñsko-mazurskie;Górowo I³aweckie;11-220;Artyku³y biurowe;Koperty;Colored Envelopes;8,856;3;0,2;2,8782
5507;PL-2019-087696;nieokreœlony;05.07.2019;06.07.2019;standardowy;ma³e pude³ko;korporacja;Wies³aw Przybyszewski;K02302;pó³nocno-zachodni;wielkopolskie;Borek Wielkopolski;63-810;Artyku³y biurowe;Papier;Xerox 1925;61,96;2;0;27,882
5508;PL-2019-087696;niski;05.07.2019;06.07.2019;kolejowy;wielkie pud³o;korporacja;Wies³aw Przybyszewski;K02302;pó³nocno-zachodni;wielkopolskie;Borek Wielkopolski;63-810;Artyku³y biurowe;Koperty;Ampad #10 Peel & Seel Holiday Envelopes;17,92;4;0;8,6016
5514;PL-2019-087553;nieokreœlony;23.01.2019;24.01.2019;standardowy;ma³e pude³ko;korporacja;Wojciech ¯ulewski;K02797;wschodni;podlaskie;Suwa³ki;16-400;Technologia;Telefony;RCA H5401RE1 DECT 6.0 4-Line Cordless Handset With Caller ID/Call Waiting;239,97;3;0;2,3997
5515;PL-2019-087553;nieokreœlony;23.01.2019;25.01.2019;standardowy;ma³e pude³ko;korporacja;Tomasz Budzyñski;K02796;pó³nocny;warmiñsko-mazurskie;Go³dap;19-500;Artyku³y biurowe;Urz¹dzenia;Eureka The Boss Lite 10-Amp Upright Vacuum, Blue;160,32;2;0;44,8896
5522;PL-2019-090613;wysoki;16.09.2019;17.09.2019;standardowy;ma³e pude³ko;osoba fizyczna;Bart³omiej Wilk;K01683;centralny;mazowieckie;T³uszcz;05-240;Technologia;Akcesoria;Logitech G13 Programmable Gameboard with LCD Display;255,968;4;0,2;-28,7964
5523;PL-2019-091435;œredni;22.03.2019;24.03.2019;standardowy;worek;biuro;Danuta Stawicka;K03360;po³udniowy;œl¹skie;£azy;42-450;Artyku³y biurowe;Segregatory;Avery Non-Stick Binders;21,552;6;0,2;7,0044
5525;PL-2019-091435;krytyczny;22.03.2019;24.03.2019;standardowy;opakowanie;biuro;Adam Mularczyk;K03361;po³udniowo-zachodni;dolnoœl¹skie;Zagrodno;59-516;Artyku³y biurowe;Papier;Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page;80,28;12;0;36,9288
5526;PL-2019-088360;niski;23.02.2019;23.02.2019;standardowy;ma³e pude³ko;ma³a firma;Piotr ŒŒwiderski;K00184;pó³nocno-zachodni;wielkopolskie;Krajenka;77-430;Artyku³y biurowe;Sztuka;Faber Castell Col-Erase Pencils;9,78;2;0;4,0098
5530;PL-2019-091088;niski;14.09.2019;15.09.2019;standardowy;worek;ma³a firma;Bo¿ena Paw³owska;K00146;wschodni;œwiêtokrzyskie;Sitkówka-Nowiny;26-052;Artyku³y biurowe;Papier;14-7/8 x 11 Blue Bar Computer Printout Paper;115,296;3;0,2;40,3536
5543;PL-2019-089820;wysoki;21.12.2019;23.12.2019;standardowy;ma³e pude³ko;osoba fizyczna;Tomasz Przygudzki;K01956;pó³nocny;kujawsko-pomorskie;Obrowo;87-126;Meble;Sto³y;SAFCO PlanMaster Boards, 60w x 37-1/2d, White Melamine;455,97;6;0,5;-218,8656
5557;PL-2019-086898;wysoki;22.01.2019;23.01.2019;standardowy;ma³e pude³ko;korporacja;Stanis³aw Gnosowski;K03155;wschodni;podkarpackie;G³ogów Ma³opolski;36-060;Meble;Umeblowanie;Stackable Trays;6,16;2;0;1,9712
5558;PL-2019-091063;œredni;20.05.2019;20.05.2019;standardowy;worek;korporacja;Jerzy Goszczyñski;K00489;wschodni;podkarpackie;Or³y;37-716;Artyku³y biurowe;Sztuka;Boston Electric Pencil Sharpener, Model 1818, Charcoal Black;56,3;2;0;15,764
5559;PL-2019-091063;krytyczny;20.05.2019;21.05.2019;ekspresowy;ma³e pude³ko;korporacja;Jolanta Wegner;K00487;wschodni;lubelskie;Borzechów;24-224;Artyku³y biurowe;Papier;Xerox 20;6,48;1;0;3,1104
5560;PL-2019-091063;niski;20.05.2019;22.05.2019;standardowy;ma³e pude³ko;korporacja;Bogdan Wankiewicz;K00488;pó³nocny;kujawsko-pomorskie;Topólka;87-875;Artyku³y biurowe;Magazynowanie;Tennsco 6- and 18-Compartment Lockers;1325,85;5;0;238,653
5563;PL-2019-089007;œredni;10.11.2019;11.11.2019;ekspresowy;ma³e pude³ko;ma³a firma;Irena Laps;K01028;pó³nocno-zachodni;zachodniopomorskie;Warnice;74-201;Technologia;Kopiarki;Hewlett Packard LaserJet 3310 Copier;2999,95;5;0;1439,976
5566;PL-2019-086250;krytyczny;16.12.2019;17.12.2019;ekspresowy;worek;korporacja;Micha³ Terefenko;K00547;pó³nocno-zachodni;wielkopolskie;Duszniki;64-550;Technologia;Maszyny;HP Officejet Pro 8600 e-All-In-One Printer, Copier, Scanner, Fax;209,986;2;0,3;8,9994
